Emotion,Text
anger,ampe ukk online gimana anying atuh lah corona go away sia teh ngahesekeun jelema
joy,nuhun gusti abi masih tiasa keneh tuang sareng keluarga kempel bareng nikmat pisan 
sadness,ngawadul jeung adi ngabahas man hanna nu rek lulus smp r k lanjut kamana jeung hayang ka hareupna kumaha ningali r spon man hna kuat teu wasa sabab manehna gede deui wa jeung urang can jadi conto anu bener bieu
joy,sakaw yang nikmat meuni luar biasa kitu barakallah kang
anger,ngeraken garut wae siamah plokk ah 
sadness,sedih 2x45 full nangtung timur pang luhurna pdhal meli tiket sarua siga batur tp teu menang korsi pasedek sedek oge di tribun
joy,alhamdulillah sehat baca status na tambih sehat da seuri ngabarakatak hahaahah
sadness,sakapeng mah sok jol ngeclak cai panon teh mun ninggal batur di paroto sareng ibu na teh
sadness,sedih kieu ningali launching persib 2taun katukang ai persib teh nu saha persib gede pedah saha tanpa bobotoh maneh moal segede ayeuna
fear,ngungsi kamana awokok heeh ih corona jd sararieun
fear,mah hayang ngadongeng jurig tapi bakating ku serem eta dongeng kami nu ek tadina nyaritakeun na ge jadi sieun muringkak teu jadi weh
anger,nanaonan lah poe sabtu bobogohan ka beak beak duit arisia kudu ngajajanan jedog weh di imah tong sok balaga blog
anger,ya allah gusti teun urang aya nu ngadangdut make spiker jg mik wayah kie meni hayang neunggeul
sadness,jumerit maratan langit ngoceak maratan jagat ngagurujud kna manah kabayang da sumpah nyebret 
sadness,ripuh sakabehna teu awak teu pikiran teu hate teu aya nu beres da nyeri hayang uwih hungkul ka imah nu d jabar cicing diditu
sadness,aduh rasa kecewa geus t bisa dibendung kudu kmh atuh persib teh sebagai bonjovi bobottoh nonton di tv keesel jeuung sedih ningali persib main sebagai tuan rumah dengan dukungan sporter luar biasa tetep eleh 
sadness,ikhlas tapi masih teu wasa ningal fotona wilujeng kantun bageur mugia sing ditempatkeun dina tempat anu sakuduna 
fear,punten di cisaranten kulon pareum listrikna ulah lami nya plis keueung nuju nurut anjuran pemerintah
anger,ribet si goblog rek sahur ge kaburu lebaran anjeng
fear,rada ngeri oge ngadenge lengser wengi
sadness,ayeuna kadang mah ngerasa teu kuat gusti pasrah we lah kumaha ge aya nu ngatur mugia tiasa iklas we mah
sadness,kenapa ya oorang orang ni resep ngashare nu kieu asa karunya padahal nu di video na teu apal nanaon
fear,tuh nya padahal saya mah aslina asa melang tur hariwang lain nanaon soalna didinya parantos didapuk janten duta rekonsiliasi antara 01 02 lamun ujug2 kainjek vaksin palsu nu lain jadi sarieun bade rekonsiliasi pajar duta na oge diracun vaksin palsu
sadness,mah sok hayang ngajerit maratan langit ngoceak maratan jagad
joy,asa ragrag jajantung bingah ammarwatasuta
fear,wah bawa bawa arda wani urang mah jer sok weh maneh aja
fear,nyak matak sieun gung hoyong dateng sieun da naon ka zona merah
joy,nuhun gusti nuhun djanur nuhun pangeran biru rangga mang ayi persib juara di gbk 
sadness,tah tingal dimana2 dampak covid 19 ulah waka ngoceak mun teu boga duit 
anger,lamun deuk ngruskeun hirup aing ulah kagok sakalian atuh biayaan aing bere pasilitas ulah ngan ngahuntu hungkul goblog
sadness,nongkrong di jalan mah matak panas hate ningali keun batur momotoran jeung kabogohna
anger,meni rariweuh geuningan cik caricing sateh bisi di galey urut dina oli
fear,nya eta parah pisanpernah basa eta didinya untung katahan keneh jaba ker tarik jeng sanes eta wae pokona jalan soreang arah ciwidey atau sabalikna banyak lubang pisan palaur seer korban soalna
joy,teu kuat nyeuri kulit beuteung babarakatakan mana di tempat gawe keneh aing
joy,ka bungah bulan bentang endah na mere liwat caangna duh dunya tengtrem na
joy,hahahaha hahahaha hahahaha duh ari ngadarongeng teh ni heboh kieu yeuh matak nyakakak sorangan untung teu di sebut ebel yeuh
joy,opat hiji lurrr bungah kacida mamang poe ayeuna yess 
joy,asa bagja ngangge acuk ieu batur asa aya nu ngangg deui salian ti abdi kang di lembur
sadness,cibodas nya maribaya bukan dupi anu terang alamat lengkapna punteun kintun dugi nyurucud cai soca ereun perjuangan budak leutik
sadness,jam sakieu karek beres nonton miracle in cell 7 dan tetep hayang leweh ajig nonton na ge walaupun udah kesekian kalinya 
anger,si anjg mah te isuk gableg kaera ges teh puasa kalakah nyien piomongen goblog pisan
sadness,sing jadi perah tina perih ieu sib sing jd obat pil pait teh urng mh ukur bisa ngadoakeun sugan ari nu d nyerikeun mh d kabul ku gusti sing menang sing sumanget snjan ku batur d licikan hate mh ngajerit ninggali d kikitu ku batur teh
fear,tos wengi pisan ieu cibiru teh jauh palaur seeur nu teu leres
joy,naon deui gusti allah mah nembe dua bulan damel di jakarta atos dipangmasihan keun jalan ngarah tiasa uih ka garut langkung gampil hatur nuhun gusti
fear,meuni loba trit horor benget maneh ge horor padahal
fear,sok sieun dosa di itung da asa karek kamari di itung da panasaran ajig
sadness,curucud cai soca teu kiat eungap duh 
sadness,asa saredih papisah jeung bulan romadon sok sieun wee tahun hareup can tangtu bisa panggih
sadness,mah mamah kudu kuat mamah kudu sembuh pokokna mah mega yakin mamah karunya pan ka mega jeng ka mimiy hayu mamah gugah arurang butuh mamah
sadness,sedih liat live stream mekkah ngeshootnya ngga atau dalem masjidil haram nabawi lg tp dari atas atau sekitaran masjid karena ngga ada orangnya di gerbang
sadness,enya watir urg mah ngan ningali kamu pikasediheun demi alloh 
sadness,padahal geus teu walakaya haben weh dihajar kumaha dek respect jol aya nu nyeletuk nya da polisi ge cape tapi nu demo na rusuh wae resiko kehed da tigas na ngamankeun mengayomi lain memukuli mun embung narima resiko kitu tong jadi polisi jadi weh tukang ngaput 
sadness,ngan bisa saukur jeng wae dan allah mah uninga atuh jang
anger,henteu anjing mahal pisan goblog na teh aing padahal antrian hiji disorobot ka nu nembak tungtung na jadi nomor 73 bayangkeun ku sia perhari sabaraha tah ti nu nembak
anger,anying gelud sia teh goblug
anger,piceun lah striker teh maen teh siga nu teu niat ongkoh king ai cokor kokoredeun pinafsueun kehed
joy,nembe sumping ka bumi persib kengeng asa bungah kieu poe ayeuna nuhun pisan
fear,centeng mah boraha jd mantan dideukeutan oge ngadegdeg sieun
joy,kuat nyeuri kulit beuteung babarakatakan mana keneh aing di tempat gawe
sadness,ku tirisna tos walakaya mugia sareng banjirna ka dulur di lembur ka baraya di kota
anger,teu ngarti sia mah jadi preman teh
anger,maksud aing te da ikuti prosedurnya aja gitu sabar anjirrrrr ih anying bodat sebel
fear,sok sieun dosa di kamari itung da asa karek teu di itung da panasaran ajig
joy,di stopan ningali budak leutik 2an cewe cowo mawa ukulele dago dukomsel digeroan ku pengendara roda 2 dibere amplop bungah na nepi loncat loncat nuhun cirambay
fear,keueung sih lamun bener komo lamun na pake umum ayena kan te terang pas naek kendaraan umum nyebar kanu sanes dinu sanes ka sebar hih te malikir jelema teh barelegug ka garut
sadness,inget ka kolot inget ka kolot ukur bisa ngabayangkeun poe ieu kuring nyegruk pun indung dina lahunan ngedalkeun kabeungberat lalakon hirup jeung peurihna hate menta rido nu jadi indung jeung bapa najan geus jadi kodratna tinu kawasamah hampura abdi
anger,ruwet ruwet lah kos babangus na bacot na euweuh nu bisa di cekel
joy,alhmdllah bres lari pgi asa ku bingah ningal grbang situ buleud teu d segel almdllah nuhunpakpolisi
fear,bueuk mah sorana ituloh d weuk weuk kan mun ker didapur teh langsung lumpat ngadenge sora etateh
joy,muhun upami emak ngeletik sok atoh da bakal mulung galendona 
anger,waro goblog mun aing nanya teh
sadness,ya allah batin mah ngoceak nanging walakaya
joy,bingah dipasihan suasana candle light dinner di kota sukabumi ieu wengi
joy,asane teh meuni bungah mun ningali o0m didi ngalangkung di beranda twitr abdi
joy,cekap bagja boga boga baturan siga maraneh ge teu menta nu lewih deui sahabat mh lewih ti sagala2na
sadness,ngadangu takbir teh nyeredet kana hate asa loba dosa teh gusti dina kaset
fear,kakarak deui ngarasa sieun ngadenge cai hujan jeung angin jeung geledek nepika lilir kiyeu 
sadness,ngahuleung jol hayang ceurik teuing kunaon
sadness,tengah peuting jemplang jempeling jol seak hate cing seredet sedih nu pgh tea asa hayang cerik asa hayang ngajerit maratan langit ngoceak maratan jagat bakt ku sedh na ieu hate anu pgh mimitinw kmha jol
joy,sekarang tadi baru ngerti kenapa siang bilang amanlah masih deket ke jkt nuhun teteh nuhun kang emil nuhun jabar meuni bungah terharuuu
anger,sia bondon teh naon ajig
fear,gusti nu agung meuni asa hariwang ari di senyumin ku lalaki th 
anger,nya marukana kudu kumaha kehed sia teh maenya weh erek digeder indit subuh nyikreuh terus ngojay mah cik atuh boga uteuk teh dipake mikir
sadness,anjir aslina kaduhung teu nurutan saranna
joy,ngupingkeun lagu cianjuran di tamih kopi hideung sareung hujan cuk clak nikmat kieu gusti
fear,tara tisasari ieu rasa asa melang kanu anggang ngabalukarken mekar lir kembang malati hate sok hariwang sieun eneng kagembang ku jajaka nulian mugia salira sabar satia ngantosan dugika waktosna urang tiasa rerendengan dipelaminan
fear,ya alloh empah kamana sih wayah kieu can uih meni melang jeung hariwang eneng
sadness,asa sedih ningali persib taun ayeuna kunaon jadi kieu ya allah 
joy,dan ga sia2 nunggu risma dateng dri blitar dibawain cilok bandung meuni bungah pisaaan
sadness,nungguan 4 taun ujungna kieu saredih kieu gusti kalian mun dikieukeun bakal sedih euy
anger,tangkurak sia anak sia tah mimitina kehed
sadness,bot karunya di sapan keur mah corona nya kabanjiran
sadness,saredih anjir ai puasa di barengan jeng boga duit mah
anger,ayo kang lawan aing geus geuleuh pisan buzeer laknat abu janda eta jelema asa kebal hukum
fear,aduh yum asa hariwang kieu euy part laguna 
anger,naon sia anying kadek sia ku aing
joy,hirup teh asa bagja heh saha aing
anger,ku aing leyek aing geus sukses mah kabeh
joy,waduh urang sunda pami kempel balagonjakan ya allah alhamdulillah tiasa seuri mugia janten barokah sareng nambih babarayaan aamiin
fear,tarawih pertama biasa padesek desek sekarang palaur juga mau ke masjid
fear,mah ayeuna sarieun rek nakal teh tos cararaket nu ghoibna
sadness,saredih kieu gusti janten anak rantau tiasa kamana2
sadness,duka kunaon ieu cai soca teu liren liren ngucur dina shalat ied boboran taun ieu asa seeur lalampah anu awon teh hampura samudaya kalepatan
anger,di dunia nu sagala aya nu sagala boga ulah sok balaga inget nu aya ngan sakur sementara nu hiji masa bakal sirna mikir
sadness,duh gusti cai soca teu tiasa ditahan nalika suling gugupai kana manah nyeredet kana hate hoyong uih ka pilemburan malikeun waktos janten budak deui guyang di balong ngurek belut di sawah teterengkelan kana tangkal tatangga gusti waas ku sulingna 
joy,alhamulilah nambah ilmu dan keyakinan untuk meningkatkan iman kita dlm menghadapi musibah ini
anger,naoon sih iyeuu jelemaa ngahuntu waee nyaho aing tunduuh
joy,asa bagja ngangge acuk ieu di lembur batur asa aya nu ngangg deui salian ti abdi kang
sadness,ketika aya nu teu jadi pengukuhan teh asa kumaha karunya ka perjuangan na pas pelatihan nu bebeakan di hantem tiditu tidieu tengah peuting 
joy,aya ku nikmat nyak enjing2 hujan ngopi sarapan roti bari ngupingkeun lagu lawas jadul asa emut kapungkur keur ngora
sadness,sedih pisan asa salah pisan asa t wajar pisan asa ku t kudu jd kie hampura pisan
fear,grgr corona gw jd rada males buka twitter iyasih cpt bgt dpt info baru tp atuhlah lieur aing ningalian corona corona corona wae jd sieun 
anger,ieu para partai kamarana aranjing teh disaat kampanye we barijil bagi2 kaos sembako dll ari waktu na keur kieu areuweuh pisan kontribusi na masker2 mah atuh babagu da moal sahrga nyieun kaos partai meuren masker mah
fear,nuhun putt infona liat data itu aya pdp yg deket rumah jadi sieun
anger,kadieu ku aing anying meni bleber pisan congorna bgst 
sadness,deudeuh teuing anaking jimat awaking keun nu atos janten buktos nu lepat sing bisa tobat mun jauh atuh ulah loba ngeluh ibadahan ku kasaean
sadness,ninggali mamah uwih dagang ti pasar ujungberung meni sedih naha make jeung dtutup sgala tinggali supermarket meni buka dugi k wengi d lebet supermarket oge sadayana sembako hampura curhat da abi mh jalmi bodo jd bisana ukur ambeuk kbegung hungkul
fear,angger we hariwang nempo duet phul jones jeung indra mustafa yahabibi
fear,ilustrasi musik na alus pilem pki teh teu bari ningali gambar oge pikasieuneun jaba hayang modol sok sieun di bak aya pki
sadness,batin ngajerit hate ngoceak perih lewih tipering nyeri emang karasa aitos kedah kumaha nasib mungkin
joy,dihaturkeun nuhun ka teteh anu nembe diangir wargi twitter tiasa babarakatakan sasarengan nuhun pisan teteh
fear,sumpah sieun ieu diajakin di mesjid ni sarieun
joy,bisa ninggali maneh na seuseurian deui jeung hirup na terbuka sifat asli na oge seneng
joy,ungah pisan hate abdi ningali persib meunang ngalawan persija
joy,alhamdulillah rejeki seuri mah aya we tengah wengi hahahahahahahahaha
fear,jir bentak2an sama tante aku serem lah ngadegdeg di rumah
sadness,asa sedih kieu ngadangu adzan di masjid ya allah 
sadness,ngan tiasa nyaklakeun cai soca teu tiasa ningali langsung jadilah penerus agama dan bangsa jagoanku ikmal
anger,nyinyir terus nu baleg babangus teh
joy,kohkol kohkol sora awi ditakol kemudian barudak babarakatakan 
anger,gararoblog tangkurak anying mah keur butuh ge di paok we bebel mah santet ku ainh mah lah
joy,aduhhhhh meuni bahagia urang euy hhhaaaaa v
sadness,cing atulah mawa mantan sok rada nyeredet kana hate mantan mah knangan
joy,tadi tah eta kang kitu gening hawatos na ibu na rrencangan ge teu damel kang alhamdulillah na tiasa ngajait alhamdulillah pesenan masker aya wae ti abdi 600 losin nembe rengse
joy,ngomong2 ppu na karak ageung pisan skor na ih meuni bungah ayeuna
sadness,di bandung anying ieu film di sctv nyieun hayang leweh hayang aya mamaaaaaaaahhhh
anger,parasea weh jelema teh lieur ajig 
joy,mhn kang jumat kamari aya broadcast wa ti kec jumatan di tiadakan di kec abdi kamari pengurus masjid rapat ngabahas jumatan dinten ieu koordinasi sareng pihak terkait alhamdulillah dinten ieu tiasa jumatan diterapkeun oge standar pencegahan
fear,sapoe berita duka ting galaletuk nu maot kareueung ayeuna
fear,sumpah dekah miin sieun mun deuket lumpat sieun
sadness,panon bareuh lain d teungeul nyengceurikan nu jd kasalahan sesal emang datang belakangan
joy,hello goal hunter keok nu penting si eta ngasupkeun ngoahahaha ngeunah seuri macaan mensen
sadness,baheula uing ge anggota pramuka kieu2 teuing jadi asa sararedih uing mah
anger,saha nu hayang kuliah saha nu riweuhna bangsat pisan lah leuheung mun ngartikn jng kabutuhan kuliah teh naon wae bangsat kabeh lah anjing nu teu nyaho nanaon kalah pipilueun bangsat teh anjing pisan lah kabeh
sadness,nu mere kahadean jiga bantuan teu tangtu kabeh ngarep balesan cukup hargaan salila dirina aya tong nepi nyieun pamolah tur goreng lampah nu matak raheut manah beda jalma beda sipat nu jadi ubar lain cukup ku
anger,baledogan endog sulanjana na teu boga pipikiran pisan manajemen teh ai opa gomez mah puguh lolong ka pamaen lokal nu garoblog asisten na kepret ku aing
anger,telat pinafsueun wae sia mah
joy,kadang sok bijil rasa bangga ka budak nu kasebut ti keluarga teu boga tp manehna gs mampu kerja keras kana usaha urg leuwih ngahargaan budak kieu dr pada budak nu bisana ukur barang penta ka kolot bagja jang cing gede rejeki 
fear,bener apalagi dijalur cinunuk udah jalan sempit palaur pisan
anger,anjing mun aing jd pol ppna ku aing tonjok asli
sadness,sagala kaduhung nyeredet kanu manah ieu teh 
sadness,asa cuang cieung ari nyalira dede nju t dmang th hariwang t di bumi aya rencang pakumaha sok jug inget ka kolot ari kieu th
sadness,asa waas kieu ngadenge na suara chants supporter pabalap2 jeung suara adzan maghrib islam lain mayoritas di indonesia di stadion
sadness,emang anu teu boga nanaon mah teu bisa walakaya kecuali berusaha 
sadness,pas k r ngiuhan di halte beus kota aya tkang barangmaen sarua ker ngiuhan meuni asa karunya ku aku teh diber weh dua rebu bari ditanya pak ari sadinteun na kenging sabaraha pekteh sapoe na menang 325000 jol ngadadak tadi jadi malik karunya kadiri sorangan euy
sadness,ukur ngembeng cai soca teu wasa wakca balaka pisah jeung ema nu mulang ka alam baka harita
anger,idola aing ambek ambekan euy carekan we teh kepret sakali
anger,hahaha te apalen aing budak bardo meren ari gs di leyek ku aing babatok na mh yuuh siah anjing polontong pisan sia anjing
sadness,dosa kakabogoh langsung menta hampura tapi dosa ka indung duh mah ngke menta hampura na lebaran ieu dosa iya dosaa 
sadness,sedih heh ningali indonesia kieu teh 
anger,sorry kang abdi mah percaya ka hukum nu kieu patut hukum milik buruy kecebong nepi ka iraha oge rido sudi dilicikan hayang damai mun can jujur jeung adil akang kudu ngajak2 kabeh rakyat kudu sabalong jeung si abu janda embung geuleuh
fear,asaan mah maen bola teh pergantian teh 3x tanpa batas waktu di persib mah asa hariwang nempo pergantian na teh
fear,pas intro oke fine masih kuat walaupun agak takut pas intro beres jol lagu abditeh bangsul auto muringkak eta mah te kuat sieun tp masih penasaran tp da sieun ayeuna
sadness,teuing atuh ayeuna abdi ngan tiasa tarik ambekan mikir perkawis anu positip wae tacan keneh sanggem kaayaan sepertos ieu anu midamel abdi gelisah sarta hanjelu sadaya barobah kaayaan hiji teu aya jalmi anu tiasa teurang kaayaan kuring
anger,sibagong ngabangus wae tikamari
joy,alhamdulillah sabenerna diluar dugaan edukasi tentang wabah covid 19 ternyata geus nepi ka pelosok matak aneh di masyarakat urang loba nu geus kabangun kasadaran na nerapkeun pola hirup sehat jeung mariilih cicing di imah jadi lain pedah kasieunan sih
joy,luar biasa banget nuhun ka gusti allah untung anak muda cileuksa nungguin di pasir madan
sadness,muhun kang pasrah sumerah ka allah bari ku urang di ikhtiaran insya allah aya jalan sadayana dipasihan kasehatan
fear,gustii matak ngajerit diri lembur teh asa keueung sore 17 23 sebelum hujan mengguyur lebat savesmd tadi
anger,di galey ku aing sakali kali mah geus kabina2 sok sugan aya nu pangmelakeun sakalian dirempetkeun kuaing kagok 
anger,naon sih anying pisan si bagong sia pengangguran mun teu nyalahkeun pemerintah ayeuna nyalahkeun awewe insyaf sia teh zuma sia tah akhir zaman lainna neangan gawr kalahkah komen ig nyinyir deuih si anying guna sia hirup
fear,njay bersin oge asa asa sieun jadi odp aman hitut euy
fear,ga kebayang kl jadi penduduk di sekitar gunung merapi pasti riweuh sieun ngaderegdeg kl mau aman hrs ngungsi minimal 20 km
fear,punten ieu admin ti zona merah abdi nyampekeun keresahan warga lembur bahwa di lembur abdi aya pendatang 2an mereka acan lapor ka pihak kasehatan atau rt setempat saya salaku warga ngarasa sieun soalna eta omat keluyuran tanpa pake masker atau alat pelindung salayakna
fear,teu sempet foto sieun langsunh uih ya ampun teu puguh balanja ge asa masuk jiga nu uang kaget langsung kaluar deui ngeri ath
sadness,di bagi ngajerit hate ngadangu beas garem bbm makin naek jeng kouta makin mahal ges mahal bagi dei ripuh ripuh
sadness,deudeuh teuing jang kagentosan
joy,alhamdullilah air asia tos kapendak subhanallah nuhun gusti
anger,naha ari nyaneh ma ruf amin mmwa bobotoh nyaneh cicing wae mikir atuh lain ngahuntu wae 
joy,bieu alian manggih duit tina pesak calana nu geus lila aing men manggih majuta ni asa bagja euy aslina
joy,hujannya wayah gini nuhun gusti nuhun kang emil 
fear,punten ah kang jadi asa melang asa teu enak rarasaan
joy,nuhun gusti nuhun juve nuhun morata nuhun bale
fear,jumlah yg meninggal skrg nambah jd 25 dan death rate naik jd 8 09 dan ada info juga menhub lg koma kadis koprasi jabar positif sarieun kieu gusti jadi hoream ngantor
fear,hyg jajan ge sieun corona yaampun 
fear,ka zona merah nyak matak sieun gung hoyong dateng sieun da naon
anger,sok gera datang atuh geus teu kuat hayang neungeul
sadness,nu matak nyeri kana hate ningali nyurucudna cai panon anu jadi pamajikan deudeuh teuing bojo akang
anger,anying kesel bgt sumpah mun panggih di tonjok ku aing da
fear,aslina sob nu kamari bikin ngabirigidig lalajona g
sadness,bari ngusapan tonggong si mamski teh teuing kunaon rarasaan teh nyaman pisan ai diusapan ku si mamski teh nu asalna biasa wae jadi sok saredih aing ka kamar loba pisan kenangan eta foto foto alika puisi puisi aing keur alika teu kuat aing ceurik di kamar di kamar
anger,nggeus atuh goblog parasea we hayoh plagiat ieu plagiat itu euweuh gawe pisan hirupna kaop sarua setik disebut nurutan bubudakeun belegug siah
joy,nuhun pisan ieu ngeunah seuri bangsat
fear,gamau bayarin akulaku kredivo shopeepaylater gtu pa apalagi buat yg nganggur rek neangan gawe kudu diimah rek dagang keliling eweuh nu meuli da geus sararieun batur didieu teh bapa skincare abdi ge tos seep pa cik atu gratiskeun guardian jeung watsons ogenya
anger,nya sok dimimitian ku siya kehed mun bisa ku aing dibantuan
joy,ahiig hoboog ningali avana si mamang sengklekkk nyakakak wae lah sengklek teh wkwkwkwk
joy,balik ti stadion obor light dinner jeung kabogoh nuhun gusti malam minggu
anger,tungguan weh nder kamu sukses pasti hyg balik deui ke ge mun teu ngajak nikah pasti minjem duit lalaki bangsat bedul siah goblog euy
joy,nikmat pisan wayah gini mah beres ngebon disuguhan es kalapa
joy,kamari hahahaha atoh kieu aing ti nya susuganan weh ieu nu benerna mah nuhun gusti pasti berkah ramadhan ieu mah
anger,siga itali jeung korea mah kadaruhung siah teh kehed d bere himbauan kieu teh narurut
sadness,sesama warga bandung hayu atuh mutualan euy pliss lah meuni saredih kieu 
fear,aslina ben jadi sieun kieu ey
anger,sok geura leungit atuh sia teh corona matak gelo yeuh aing unggal poe gogoleran
joy,hahahaha hahahaha hahahaha duh ari ngadarongeng teh ni heboh kieu yeuh matak nyakakak sorangan untung di sebut ebel yeuh
sadness,sedih kieu nya sing direzkian jeng disehatkeun si bapa nu dagang eta
anger,tong sok balaga hayang di kepret ku aing buktikeun
sadness,duuh meni nyeredet kana hate periiih gustiiii
joy,kang hedi lami teu ninggal d tv meni asa bingah abi ayna ninggal kang hedi d indonesian idol
sadness,pejuang nyari tempat magang ke jakarta tapi di phpin wkwk pulang boga duit bulan puasa waraas saredih
anger,goblog pisan eta jelma mun deukeut kepret ku aing
fear,ningal cuaca sae kieu teu kiat gusti hoyong sapedahan sieun corona tapi 
sadness,sedih banget ya alloh karunya teuing aya nu jajan sing sehat selalu mang lancar terus rezekina amin
anger,bule goblok sok tau sia urus we negara sia jeung agama sia keuheul aing sorry make bahasa jerman 
joy,alhamdulillah sehat baca status na tambih sehat da seuri wae ngabarakatak hahaahah
sadness,rudet ka otak mantak jangar ngabandungan di urang mah pisediheun nu aya
joy,cingdem di sebut nu gelo ku indung nyakakak sorangan macaan karya ngacapruk mang edan garung
sadness,ni sedih ninggal budak eta deudeuh domba na ka beleum
joy,biarpun tiap poe dahar sangu jeung uyah nginum ciherang terus teurabna bau parsel lebaran jg udh bersyukur akumah aslina nuhun gusti
anger,eh monyet ngerakeun kaum lalaki sia buseeeeet dah sender plis dm aing dong aing hayang nyaho bengeut tangkurak si bangsat jieun emosi kaum hawa nya heran pisan kalakuan ngaleuwihan bangsat sia miskin nepi titah malikeun duit makan dieu ku aing ganti na babi teh
anger,ampun sia meni teu bisa di keheula keheula aing ka imah teh lain rek ngababu ataupun rek holiday tai teh aing aya tugas isuk isuk dititahan di keheula keheula gandeng pisan sungut teh rawing anying
sadness,sok isuk sedih nyurucud cai panon ningali awewe anu jadi ibu ibu digarawe bari dinu beus teh sarare deui nunutan geus ningalkeun budak nu kudu na di urus di mandian di huapan
joy,bisa ninggali maneh na seuseurian deui jeung hirup na terbuka sifat asli na tos seneng
joy,alhamdulillah gusti bingah ninggal pun biang tiasa gumujeng lantaran padamelan sim kuring 
joy,ha ha ha meuni bungah hate nungali nu ngacung 
anger,sia tah tai bagong seuseuh bengeut sia goblog 
joy,alhamdulillah nuhun gusti kanggo nikmat sareng hidayah dinten ieu mugia janten barokah kanggo abi keluarga sareng dulur sadayana amiin
fear,asa sararieun kieu pedah corona 
joy,bingah patepang sareng pangerasa sing katampi kalayan pinuh midulur
anger,sia pikir sia seganteng apa si bagong
sadness,sok sedih nyurucud cai panon ningali awewe anu jadi ibu ibu digarawe bari dinu beus teh sarare deui nunutan geus ningalkeun budak nu kudu na di urus di mandian di huapan isuk
anger,bodo sateh meni hayang nakol nyaho di titah cicing di imah kehed
fear,tos wengi pisan ieu cibiru teh jauh palaur seeur nu leres
fear,sereum pisan atuh siliwangi mah kajeun ngalewat jalak jam sakieu keur itu teu pati keeung siliwangi mah eduns
anger,duh anying otak teh dipake saetik atuh meni goblok gasuka
anger,goblog kudu gering hla nyaho akibat korona usaha hese
anger,sia ngomong teu ngaca heula ton emg gagasan sia naon nyinyir beunget sia mah kos sia rek jadi wakil rakyat amit amit
joy,ngeunaheun kieu nuansa ngomong teu ngalarti tapi ngilu ngabarakatak arayu pula 
joy,sumpah bagja ningali na pak polisi barugah daripada ningali nu ngaja demo mani taregang 
anger,naha iye budak gelo bangsat goblog maneh
anger,naon sih anying riweuh pisan si bagong sia pengangguran mun teu zaman nyalahkeun pemerintah ayeuna nyalahkeun awewe insyaf sia teh zuma sia tah akhir lainna neangan gawr kalahkah komen ig nyinyir si anying guna sia hirup
joy,masing duit cur cor ge ari boga kebebasan mah pan bagja
sadness,abdi nempo setatusna bari nyurucud karuar cai soca kiat abdi nu nalangsa emut wae kana seratannana derrys
joy,menang euy gr 7 8 bonfica asa ku bagja boga ngaran diciamis tim footsaall yeahh nhun barudak
sadness,naha nya min urang mh sok disiasiakn ku lalaki padahal urang mh nges bener bener kurang kumha urang mh min diselingkuhan diharepen ge sabar
anger,sender awewe tp sender na teu bisa ngahargaan perasaan kabogoh si lalaki make bahasa kita rutin hs dan kissing juga goblog bapa sia unggal poe solat tahajud ajgg 
sadness,aslina ieu kr saredih rong mung tiasa ikhtiar sareng ngadoa we mudah2an di tangtayungan ku gusti allah
sadness,aing menanamkan benci najan sia ninggalkeun raheut na sanubari ngan kade naon nu di pelak eta nu di ala tengetkeun
fear,tuh pan ahirnamah ngaku ning aduh jadi sarieun kieu nya asa teu araman bade kamamana teh palaur duh gusti 
sadness,padahal geus teu walakaya haben weh dihajar kumaha respect jol aya nu nyeletuk nya da polisi ge cape tapi nu demo na rusuh wae resiko kehed da tigas na ngamankeun mengayomi lain memukuli mun embung narima resiko kitu tong jadi polisi jadi weh tukang ngaput
joy,makasih mantan kamu terbaik membuat aku babarakatakan di jalan karna kalakuan umak
joy,alhamdulillah di masjid jami cibabat cimahi tiasa jumatan setelah berkeliling yg lain pd tutup waas kang
anger,yeeeh nya budak teh teu beunang pisan dibejaan geus heup heula geura uulinan na peperiheun engke kalah gering sateh nu balangsak teh lain sia hungkul bebel nepaan batur engke nyusahkeun sarerea kehed teh 
anger,biasana ge tara jumatan sateh goblog giliran dititah jumatan di imah pahela hela ka mesjid bagong siah 
anger,demi alloh mun dulur aing mbung sakola deui garagara dipajek ku aing buburak tah medikakom
fear,geus kolot kieu ngadenge iklan nightmare side di ardan make aplikasi android masih keneh keueung ih 
fear,haha da di bumi ninggal infobandung meni asa sarieun tea
fear,eh aingmah meuni serem jadi sieun nganterkeun hahaha tapi emang keeung si daerah diya mah hawa na beda
anger,minuhan tl ig anying eta until tomorow hoream
joy,kunaon ari timimiti kaptenna mas har teh sok atoh jeng optimis
joy,si karen aman pisan ga asa trouble alhamdulillah pisan reugreug ya allah 
anger,lieur jelema teh loba nu toxic hayang pindah planet aing mah
sadness,cibodas nya maribaya bukan dupi anu terang alamat lengkapna punteun kintun dugi nyurucud cai soca teu ereun perjuangan budak leutik
fear,ningali berita teh isina meni corona wae matak pikasieuneun 
anger,si goblog pokis teh ajig ka rakyat weh bisa tunggal teunggeul ai ka koruptor teu ditenggeulan ajig kuduna koruptor pas ott oge teunggeulan oge lah goblog
sadness,erkadang lebih baik nyeri hate sakalian leweh sakalian daripada paneri nyeri hate banget lalu bunuh diri 
