Emotion,Text
fear,asa hariwang liat yg pacaran di tl bukan karna sirik tapi da drama
sadness,mangkukna ti kamari jeung isuk2 hate geunah hayang ngajerit ti ayena mah ka harepna hayang seri cik tarik tadi
fear,hariwang nempo persipura fullteam bismillah weh susuganan bisa meunang
joy,nikmat pisan sareung raos nya teteh laukna tutut tur keong imut waktos aralit kapungkur 
fear,pengen ke kons butuh internet tapi da sieun
joy,berkah buka puasa ku hatur nuhun gusti allah lama ngga puasa terasa nikmat mashaa allah
sadness,ningali pm simamah dibbm ngeclak cai panon kieu gusti hampura mah aa sok teu nurut sok nyieun hate mamah kecewa
anger,barangsat emang sia mah garelut jeung aing deuh
anger,ceuk aing tong sok balaga jd jalma mah ari geus kieu mah mewek siah kehed
fear,duh gusti asa hariwang teu tiasa na2on mung saukur cicing asa ku nyeriiiii 
sadness,mangkat macet teu maju teu mundur alhasil motor fi simpen di deket sawah asup menjelang akhir babak 1 eh aliraan babak ka 2 na sedih kahujanan ban bocor balikna endah pokonamah iyeu
joy,alhamdulillah katampi kang haji
sadness,ngadangu indonesia raya di negara batur asa hayang leweh ai di imah asa hayang modol
anger,gokar punteun buat yg pd nongkrong yg jalan2 gajelas punteun ieu mah ari sia goblog2 sih sia terpapar korona di luar nu di imah ge beunang cik karunya ka diri sorangan teh gobloggg cicing heula saminggu mah dripda cicing di r isolasi teu kaluar2 sateh
anger,naha sih jelema teh pinafsueun wae
fear,kapungkur mah asa horror ngalangkun dinya teh nya kang mana jalanna asa keueung da sepi
fear,lamun kaluar sieun positif corona cicing diimah sieun positif depresi
sadness,samemeh aya ucap ge karasa ku maneh ti kolot samemeh haneueul nu engke ngabejaan urang gera penta hampura ti nu jadi kolot ayeuna
sadness,nya prihatin siih tp kedah kitu at pak bozz hapuntn abi kmh wntu
joy,bingah gaduh wargi janten penceramah muda ditambih mirif rhoma irama barokallah mugia disehatkeun
anger,nggeus atuh goblog parasea we hayoh plagiat ieu plagiat itu euweuh gawe pisan hirupna kaop sarua setik disebut nurutan bubudakeun belegug siah
joy,nganjuk roko di bonusan koleq sampeu samangkok nuhun gusti
joy,asa raos lalampah liverpool kengeng mah nuhun gusti dinteun iyeu meni bungah pisan teu saat2 kabungah abi nuhun liverpool
fear,hujana keeng kieu sien banjir aduh
anger,goblok anying boga tangkurak pisan
joy,aya weh pikaserieun na teh ieu bobotoh
joy,bingah pisan ninggali pun rama damnag
anger,puntenan pisan ieu mah cik atuh anyinc setan iblis babi bagong batur th malodar garoblog ecreug geura bisi palidkeun ka cimanuk jin iprit neleu kalakuan saria siga kieu mah wereu blog ehh gusti ampun ka pangeran
fear,di pabrik keeng kieu jaga mesin 5 posisi ku sorangan
anger,hidup aing kumaha aing kalo hidup maneh nyinggung hidup aing sok weh jadi urusan aing 
fear,ehh aratos ath meni sarieun kieu ku uka hapus ieu
joy,nonton deui angger hayang seuri deui kumaha atuhnya da sekeluarga raresep ucing diditumah
sadness,asa sedih ningali persib taun ayeuna kunaon jadi kieu ya allah 
sadness,nyurucud cipanon macana euy bisa nyalahkeun sasaha urang mah
sadness,inget ka kolot inget ka kolot ukur bisa ngabayangkeun poe ieu kuring nyegruk dina lahunan pun indung ngedalkeun kabeungberat lalakon hirup jeung peurihna hate menta rido nu jadi indung jeung bapa najan geus jadi kodratna tinu kawasamah hampura abdi 
sadness,yaa allah mo ramadhan ni hempaskan covid19 dr bumi ini lamun romadon masih dirumahaja moal we atuh euy bukber dan berburu tajil teh ni sok saredih ih
anger,babangus caleg kos kieu pntsan ruksak partai demokrat
fear,saya mah palaur teh upami paratuh diperpanjang psbb na hadeuuuh ripuuh
sadness,kadang mah ngerasa kuat gusti pasrah we lah kumaha ge aya nu ngatur mugia tiasa iklas we ayeuna mah
fear,aduh ajjg degdegan kieu sieun korona
anger,baso malang didagoin ti kamari teu dateng2 anying ayeuna ker eweuh duid mah malah datang anying si emang teh embung duid anying cik atuh kamari pas aya duit pasti aing beli anying dasar sia anying hilih dasar anying
sadness,mah mamah kudu kuat mamah kudu sembuh pokokna mah mega yakin mamah karunya pan jeng ka mimiy hayu mamah gugah arurang masih butuh mamah ka mega
fear,edan ni keueung kieu
sadness,beteung geus teu asup kana kopi yaallah padahal ngeunah pisan tapi ripuh 
sadness,ihh ni saredih ningali kidz zaman now di tribun kalakuan na teh aneh2 perlu edukasi tingkat dewa ieu mah karunya
fear,asa jauh panineungan kieu ieu teh aya naun dug asa melang cengkat asa hariwang hate ting korejat kieu
joy,di masjid jami cibabat cimahi alhamdulillah tiasa jumatan setelah berkeliling yg lain pd tutup waas kang
sadness,reii nyurucud cipanon mun inget jasa kanu jd indung jeung bapak hapunten abdi teu acan tiasa mulang tarima mung saukur doa jeung doa 
fear,mantak jadi meuli ge pin asa sieun nempo bumbu na
anger,kehed sia anying teu daek cicing
fear,naon tateh asa hariwang bisi ku ma onam
fear,sieun nempo persib sieun eleh deui
joy,kamari si pujaan hati membawa kejutan nga sms gitu meuni bungah pisan hate teh 
joy,bungah tur bagja ningali dulur dulur tetep leukeun berkarya dina widangna sewang sewangan 
fear,nu cilaka pejit na allohuakbar kaluar astgfr sieun sok ingt ka kmu sok kkbutan sarieun cing jarauh omat tng kkbutn mun nnaon teh
anger,tahhhhh bener anying relate bangsudd
sadness,ajig ieu ci panon teu ereun2 ngurucud
joy,ngeunaheun kieu nuansa ngomong ngalarti tapi ngilu ngabarakatak arayu pula
anger,nya meunggeus atuh goblog kumaha sia lah paduli bagong
fear,urang sok sering ngimpi nu maraot atau isukna aya babaturan nu maot heg sok kabeneran aya kabar duka sarieun anjir
sadness,yaallah meni sedih pisan 
joy,teu kuat nyakakak ieu mh astagfirullah
anger,pelatih geus wani manajemen ngejedog keneh laina di dukung apa kummaha asa meningan si gw meski goblog tapi maneh na bebeakan ngabela tim jeung supporter na didieu mah kalem weh ngudud di caffe bari cing calengir bagong
joy,assalamuallaikum sampurasun alhamdulillah meuni bingah ningal kang dedi turun langsung ngarajia miras 
fear,gandeng eta sora lagu mani keeng kieu atu lah
fear,ini kenapa meni gak ada kabar banget ihhh asa melang pisan ini iiih teh
joy,alhamdulillah cuaca na meuni sae ngadangu azan maghrib oge asa nu nikmat kieu ieu teh 
sadness,milu ngurucud cai panon ningali maraneh
anger,sorry kang abdi mah percaya ka hukum nu kieu patut hukum milik buruy kecebong nepi ka iraha oge rido sudi dilicikan hayang damai mun can jujur jeung adil akang kudu ngajak2 kabeh rakyat kudu sabalong jeung si abu janda embung geuleuh
anger,arema goblog manajemen goblog persija goblog dejek goblok ismed goblog mantan goblok ninggalkeun aing kawin
sadness,nyeri hate pisan kabeh nyudutkeun persib kabeh ngahina bobotoh ya allah kieu geningan rasana nyeri hate the padahal persib keur aya klasemen di puncak
fear,hareudang kieu gabisa di teras mikir pengen ngerjain biar adem tapi sieun guludug susah amat mau lancar jaya skripsian
sadness,sedih kieu ningali launching persib 2taun katukang ai persib teh nu saha persib gede pedah saha tanpa bobotoh maneh segede ayeuna
fear,serem kieu njirr di gebugan meh naon sateh maen gebugan wae
joy,nuhun ieu abi seserian wkwkw
anger,di imah ngajedog sia teh lain ngajakan anak maneh arulin ka laut atawa sia teu sieun sih kajeun tapi ngarugikeun batur kehed anak aing di gugu eh anak sia kalah diabur ka mol
sadness,komo nahan sagala kasedih jauh ti kolot tapi da mereun ieu ge demi nyumponan jalana hirup ieu pikeun bekeul abi ngalatih diri jadi pribadi mandiri mudah2an sagala peurihna ayeuna janten bagja engkena
anger,awewena ni rudet anj1ng kehel da lebay padahal milarian di pasar oge da loba atuh ai sia hayang digaplok
sadness,asa karunya aing mah tapi rela lamun lulusna give away mah
joy,savage anjir si emang that sanajan urang kota ngabubur duit mah ari eweuh beulieun rek meuli naon ngeunah duit nu dilebokna meni ngeunah seuri aslina geh
anger,bodo sateh meni hayang nakol geus nyaho di titah cicing kehed di imah
anger,pulang atuh teh ai kamu nanaonan cicing kuatka 3 jam sok uih nya teh enke jalmi na urg kadek weh aral kieu aing mah gusti kuatka teu ngahargaan
anger,ka batur ulah sok loba nada congor anu gampang diucapkeun ku babangus salira lobakeun mah laku lampah anu hade jang ka diri mikir mj
sadness,ngadangu takbir dina kaset teh nyeredet kana hate asa loba dosa teh gusti 
joy,bingah di jakarta ninggal bajaj aya sticker pikiran rakyat jadi hoyong geura uwih ka bandung
sadness,lembur kuring taya duana ngoceak manah asa kacida sonona 
joy,isuk isuk geus aya anu nganteran kupat tahu ari ka jalmi soleh tur kasep mah timana weh rizki mah nuhun gusti 
joy,nuhun gusti nuhun ajengan gusti maparinan pirang2 kasaean kanggo anjeunna amiin
fear,anjrit sarap ki embung ieu weh ngadegdeg aing
anger,reseeeep aing reseeep buburak euy kanu tara ngaca mah lahhh rudeet
fear,jir di rumah bentak2an sama tante aku serem lah ngadegdeg 
fear,wah bawa bawa arda teu wani urang mah jer sok weh maneh aja
sadness,subhanallah kacida butut na si konate ge asa tega pisan inget sok jumaahan bareng di gateway bareto
sadness,abi karunya warga nu di tukang ka banjiran wae atos 3 poe berturut turut 
sadness,baheula uing ge anggota pramuka teu kieu2 jadi asa sararedih uing mah
joy,dihaturkeun nuhun ka teteh anu diangir wargi twitter tiasa babarakatakan nembe sasarengan nuhun pisan teteh
fear,naha jadi loba begal siang2 anjir sararoak 
sadness,dina lahunan nyalindung kanu jadi indung nyarita kanu jadi bapa teu aya tempat nu paling nyaman iwal ti lahunan kolot sorangan nyurucud cai panon nalika abdi sumujud bapa sareng mamah
sadness,asa peurih batin teh ningali mantan geus boga budak sok cirambay cai panon lamun ningali bcl mangku budak dina tv duh gusti peurihhh
sadness,ayeuna alika ge nalangsa sigana komo lamun naon wae nu dilakonan jeng anhar heg kajadian jeung salakina eta bakal kasiksa kacida sabenernya mun dibayangkeun mah anggeus mah sok weh sing salabar heg mun bobogohan teh cing bari usaha meh bisa nikahna jeng nu eta
fear,iye abi batuk dan demam asa sarieun kieu uy
anger,si ardi ripuh ki si vizcara ajig teu di bantuan wae nyerang teu belul paenkeun febri lah ajig geleuh aing ningali s vizcara
joy,kuat nyeuri kulit beuteung babarakatakan mana keneh aing di tempat gawe
anger,viralin viralin bengeut sia anjing lah beunghar kakarak oge ngalunjak keun ku gusti allah hayang teh di cokot deui da babi ciga nu teu ngalaman kasusah sia sia susah mah harita ka saha mun lain ka keluarga aing
fear,nyak matak sieun gung dateng sieun da rek naon ka zona merah
fear,asa jd takut kieu tkut di maling in
sadness,tos atuh corona nya saredih puasa teh di iringan corona
anger,teu mikir sateh nu loba kaluar negeri anu balenghar kovlok pinapsueun sateh
anger,ka cimanuk puntenan pisan ieu mah cik atuh anyinc setan iblis babi bagong batur th rek malodar garoblog ecreug geura bisi palidkeun jin iprit neleu kalakuan saria siga kieu mah wereu blog ehh gusti ampun ka pangeran
joy,balik ngebut da hayang ngompol di jalak keneh eweh cai pisan manya kudu ngalaman make akua ath wow piraku makasih mantan kamu terbaik membuat aku babarakatakan di jalan karna kalakuan umak
anger,ngajedogggg goblog ni hese dibejaan na ai sia bebel pisan batur ge sarua anying hayang ulin mah da urang ge sarua hayang ulin mung gelo mereun nu ulin wae sakitu geus dipapatahan ku kolot ku medis ku pamarentah eta hulu atawa coet ni teuas kitu bagong di imah
fear,pa nasib orang pasar kumaha sy icalan di pasar induk caringin bandung tos seueur nu panik sakedik nu nyebar hoax pasar bade ditutup sementara paruguh kieu bade icalan sieun ku covid 19 icalan asa piraku kitu pa
sadness,nepi ka teu bisa balikna 1 minggu banjir masih tinggi daerah sapan arah majalaya kumaha ieu karunya anu d imah
sadness,abdi nempo setatusna bari nyurucud karuar cai soca teu kiat abdi nu nalangsa emut kana seratannana derrys
sadness,kasaha kami mah didieu jauh pisan ka tatanga maklum gening nyai hirup handapeun gunung mah komo eta pas listrik aliran lain ka landeuh meser lilin hah da meni matak cape anu sedihmah pas bade ninyuh kopi gas ns seep duh meni handeueul ka batur
joy,alhamdulillah dugi bumi hatur nuhun gusti tos masihan kalancaran hatur nuhun barudak kalian semua luar biasa
anger,sok hayang ninggang na ka aing da nu kieu kerewes ku aing bengeutna leyek kanjutna anjg rudet aing ningalina ninggangna teh ka awewe nu teu berdaya deuih s anjg teh
fear,rumah aku ada yang meninggal cucu cucunya pada di belakang nangis patarik tarik sarieun pisan
anger,ngaran sia teh kuduna mencerminkan kebaikan dan kedamaian sia mah kalahkah sabalikna tangkurak sia
sadness,saredih kieu eum maju k tapi pabaliut jg wabah ya alloh mugi sing teras rengse ieu wabah tos hoyong kempel sareng sanak sodara mugi disehatkan sadayana aamin bulan puasa
fear,ningali foto2 citarum via google image asa hariwang kitu 
anger,ampe ukk online gimana anying atuh lah corona go away sia teh ngahesekeun jelema
anger,abeh ge nyangka harapan indah sesaat musnah ku rasa arogan hakan goblog tah gengsi
sadness,ninggali ucing nu asalna normal aripek jol euweuh sukuan hiji pas panggih teh menta dahar eeongan siga biasana ni asa ngajerit kieu hate
sadness,urang ges kaleungitan dika nu baheula nu resep ka agama sok cicing di musholah ngeclak ci panon kana sajadah
joy,demi alloh lega pisan plong seedan2nya nuhun gusti nuhun persib nuhuuunn 
joy,aslm alaikum sampurasun pak wali bingah ningal pupuhu nyontoan ngamumule budaya sunda nepangkeun ti sim kuring
fear,ngadenge ngaran eta disebut asa kalah kareueung
fear,kalem ath moal ng stalk deui da sieun v ngabirigidig
joy,kirang naon deui gusti allah mah nembe oge dua bulan damel di jakarta atos dipangmasihan keun jalan ngarah tiasa uih ka garut langkung gampil hatur nuhun gusti 
fear,aink ge sieun ieuh bulu kuduk geus narangtung ieuh
sadness,damuhun attu masing tos diulang ulang deui abdi teh nyurucud cai soca ningal hachiko
anger,jadi ieu teh gara gara sianya sia nyien ulah teh bajingan pisan tong kitu gera hereyna lucu asup sumpah ngarti bangsat aing jadi bisa kamana mana gara gara sia anjing goblog pisan sia bangsatttttt
sadness,ngawadul jeung adi ngabahas man hanna nu rek lulus smp r k lanjut kamana jeung hayang ka hareupna kumaha ningali r spon man hna kuat wasa sabab manehna geus gede wa jeung urang can jadi conto anu bener bieu
anger,teu kuat aing neuleu jalema jelema indo aranjing teh lah
joy,ngupingkeun tembang2 john lennon di baturan ku cikopay sareng cai hujan ditambih sesepeun gusti aya ku nikmat 
fear,generasi suram ieu mah ah sarieun pisan
joy,sumbringah bel asa gamau dicuci tangan akakakak
anger,sok tah geura barorong jeruk na naekeun harga na sakalian arulah we batur hayang sehat teh sia mah dasar calo 
fear,kalem ath ng stalk deui da sieun v ngabirigidig
fear,rek nagih hutang meuni sieun kieu wkkwkwkw goblog
sadness,jam sakieu beres nonton miracle in cell 7 dan tetep hayang leweh ajig nonton na ge walaupun udah kesekian kalinya
joy,alhdllh di tahun ayeuna 2014 senang bahagia campur aduk nuhun gusti nuhun sayang
sadness,aya kaduhung hanjelu naha kang emil janten gubernur ibukota negara
fear,keueung sih lamun bener komo lamun ka garut na pake umum ayena kan te terang pas naek kendaraan umum nyebar kanu sanes dinu sanes ka sebar hih te malikir jelema teh barelegug
anger,matakna rada dijagi babangus na bray sasanget sanget na leuweung leuwih sanget tibatan sungut
anger,tah aranjing gara gara saria beurit atah dileubok
joy,ayeuna ngomong2 ppu na karak ageung skor na ih meuni bungah
fear,ngeri kitu om mudah2 an diurang mah nepi kitu
fear,hare hare wae duh gusti kumaha atuh iyeu teh asa melang
joy,ternyata kasusnya sampe dalem bor wkwkwkwk ya allah kutak ingin terkompori wkwkwkwkwk hayang seuri aingggggg
sadness,aya kaduhung hanjelu naha kang emil teu janten gubernur ibukota negara
joy,enyaaa bagja ningali baturan nikah tapi sedih teu bisa nyaksian
fear,najan duit di berean wae ge tapi mun rek barang beli teu ijin hela ka salaki teh teu wani urang mah
anger,di galey ku aing sakali kali mah geus kabina2 sok sugan aya nu pangmelakeun sakalian dirempetkeun kuaing kagok 
sadness,hate peurih asa di turih raheut manah asa ka panah urg ingkah lain teu nyaah hampura geus cape euy 
sadness,ternyata urg bisa sedih ningali timnas indonesia gagal jadi juara
sadness,naha nya lagu alm glenn fredly sedih tak berujung meuni nyesek
fear,suara nak serem pisan teteh jadi sieun ngadenge na
sadness,cik atuh lah tong nepi ka di siksa ges puguh cilaka harta benda aya nu mawa masih keneh dek nyieun sangsara meni miris nagara kaula manusana masih keneh loba nu tega ka sasama
sadness,asli wa aing mah dibahas mah kalah sok piaralen nyurucud cai panon weh hayang leweh panto kamar weh rajet deui jadi tumbal
sadness,era aing baheula lalajo perjuangan pejuang ari aing ngeluh ayeuna asa ka teunggeul beungeut
sadness,saredih anjir ai puasa di barengan jeng boga duit mah
anger,tangkurak sia anak sia tah mimitina kehed
joy,mhn kang jumat kamari aya broadcast wa ti kec jumatan di tiadakan di kec abdi kamari pengurus masjid rapat ngabahas jumatan dinten ieu koordinasi sareng pihak terkait alhamdulillah dinten ieu tiasa jumatan deui diterapkeun standar pencegahan
sadness,jomblo pikawatireun teu tega aing ngabahas na ge 
sadness,ku tirisna oge walakaya mugia sareng banjirna ka dulur di lembur ka baraya di kota
joy,alhamdulillah pami tos sodakoh aya wae babalesna langsung anu langkung nuhun gusti nu agung jumat ieu berkah 
anger,persib bandung tuan rumah sateh koplok ganti kabeh pemain karolot manajemen goblog saha pelatihna oge ripuh dibere pemain nu kawas kiyeu mah
sadness,miris ya allah karunya tepi diantep kitu rasa simpati jadi terbatas corona
fear,serem ninggali berita loba nu mokat gara2 miras oplosan meningan tuturkeun uing ngoplos indokape make susu geus mah halal pulen deui ceng
joy,alhamdulillah meni nikmat ningan di sisi hirup teh edisi 234 abc kopsus ngupingkeun hariring balong d
sadness,imah sepi yawloh saredih indung dirawat inget indung ker masa masa sehatna nu sok mapagahan di rumah sakit
sadness,tanyakeun ka batur ai teu ngartos mah dipikiran ku sorangan bisi gelo rada watir urang mah
joy,kadang sok bijil rasa bangga ka budak nu kasebut ti keluarga teu boga tp manehna gs mampu kerja keras kana usaha urg ngahargaan budak kieu dr pada budak nu bisana ukur barang penta ka kolot bagja jang cing gede rejeki
anger,ampun sia meni bisa di keheula keheula aing ka imah teh lain rek ngababu ataupun rek holiday tai teh aing aya tugas dititahan di keheula keheula gandeng sungut teh rawing anying isuk isuk
anger,naon atuh anjng naon isuk geus nyiar pinapsueun wae
fear,tos wengi ieu cibiru teh jauh palaur seeur nu teu leres
sadness,kieu kanyataan na matak nalangsa ti awal maen ge karunya
joy,abah guus endink bungah ningali rekor can pernah eleh di bpl tapi langkung bingah anjeunna tiasa maenkeun pemaen ngora
sadness,meuni ripuh awewe the aing teu pernah nuntut nanaon ka lalaki cukup apresiasi mana pernah di bawakeun kawas kitu baturan oge mun ngarambek ceunah ngabales wa teh y hungkul alah aing mah teu nepi hate karunya
joy,kumaha atuh ustadz jadi seuseurian sorangan tanggung jawab nyak ustadz pami abdi di sangki jalmi stress
sadness,duka kunaon ieu cai soca teu liren liren ngucur dina shalat ied boboran ieu asa seeur lalampah anu awon teh hampura samudaya kalepatan taun
sadness,akibat loba teuing pulah pilih niatna hayang neangan nu leuwih tapi akhir na sakur menang kapeurih
anger,lieur jelema teh loba nu toxic hayang pindah planet aing mah
anger,sekarang dah puasa full di rumah tapi sedih anying da gara2 si corona romadon teh sepi we ah teu kieu romadon di imah kahayang aing mah siateh corona goblog
anger,ges ateul hayang neungeul bebengok sia hyang ngabuburak
fear,sok sieun dosa di itung da asa kamari teu di itung da panasaran ajig
sadness,kajeun keneh ripuh nyapuan puntung a tipada sepi kieu
sadness,jiaaah karasa deui ka inget deui ngoceak batin kasuat2 manah asa teu daya upaya heueuh rumasa ieu salah kuring rumasa teu kawasa narimakeun
anger,ampe ukk online gimana anying atuh lah corona go away sia teh ngahesekeun jelema pisan
sadness,sugaaan km jeung saha melakukannyah jims tong babay2 an atuh lah menii saredih
fear,waraas jeung bulan puasa keueung ayeuna kudu sagala munfarid
fear,lain soal toleransi atau soal kadar kaimanan ieu soal kolot nu hariwang nempo pergaulan barudak jaman ayeuna ulah diantep mun aya kamaksiatan teh euy 
fear,pa nasib orang pasar kumaha sy icalan di pasar induk caringin bandung seueur nu panik sakedik oge nu nyebar hoax pasar bade ditutup sementara paruguh kieu bade icalan sieun ku covid 19 icalan asa kitu pa
anger,tungguan weh nder kamu sukses pasti hyg balik deui ke ge mun teu ngajak nikah pasti minjem duit lalaki bangsat bedul siah goblog pisan euy 
sadness,sok saredih ari maca berita nu kalaparan teh 
fear,tong hilap kang pengembangan di bidang sdm na intoleransi msh terjadi kang serem ningali generasi milenial terus di cekokan ku paham2 radikal dll
sadness,ieu kuring naha janten hanjelu gara gara parantos teu aya fabregas deui di chelsea
fear,anjir maneh ih sarieun aing mah pas ninggali halaman depanna ge
fear,serius sebulan lebih tanpa ada suara mesin tuh keueung luar biasa mesin pencetak uang dua duanya abis sama api padahal menjelang lebaran lebaran satu satunya wkt penjualan sarung rame di rumah
joy,subhanalloh raoseun pisan
fear,aih ath da sieun pi lmun ngadangukeun neigmare mah sieun aya disisieun
joy,alhamdulillah ya allah nuhun gusti saya sudah bisa menjalankan ibadah tengah malam nuhun gusti 
anger,lukdan lokdon lukdan lokdon panon sia hiji ditengah anjing masa aing meuli udud 1 2 bgkus kawarung di tewak aparat ngke atuh alfa indo euweh ydud ketengan nyetok duitna dieu atuh aranjing
sadness,plis atulah ga usah share lagi korban jalur gaza nyurucud cipanon aing mah ningalina oge plis nya ulah bantu ku doa weh alfatihah 
sadness,sedih ningali persib ayeuna latihan ngan 10 jelema sedih adek baang 
joy,meuni bahagia kieu ih aing pang bahagia bahagia na ih
sadness,ayeuna bray jirim anjeun ngarongheap dipasieup imut nu ngaruntagkeun jajantung sajongjongan lelembutan kasirep teuteup nu teu weleh meungkeut kuring sumerah teu walakaya jadi tawanan nepi ka
anger,punten nya di jagi eta babangus teh bisi ka centang ku aing
sadness,sarap sia lain nga jedog di imah nararongki rujit aing nempona ge di bejaan alus nya kumaha aing atuh neng hirup hirup aing enyaa a hidup sia tapi mun sia maot gara gara korona ge kabeh ripuh kehed meuni teu ngarti ngarti sedih aing
joy,ke enjoyan yang hqq gawe babarengan kabogoh bari ngadangukeun radio lagu2 na sundaan cuacana adem nuhun gusti
anger,bolokocodot samah hirup teh geus aya nu setia malah di nyenyeri apal karma dagoan weh babales mah leuwih peurih 
joy,hatur nuhun gusti nu seueur maparin kurnia dina hirup abdi namung hapunten abdi sok sering ngarasula
sadness,rek nyarita tapi bingung kudu nyarita kasaha rek ngeluh tapi era ku jelema nu leuwih ripuh rek pasrah tapi sieun disangka jalmi anu lemah 
anger,eh monyet ngerakeun kaum lalaki sia buseeeeet dah sender plis dm aing dong aing hayang nyaho bengeut tangkurak si bangsat jieun emosi kaum hawa nya heran pisan kalakuan ngaleuwihan bangsat sia miskin nepi titah malikeun duit makan dieu ku aing ganti na babi teh
joy,lain nyerengeh pada seuri ngabarakatak komo si mang oleh jeung mang boby mah
fear,tumben wayah kieu ti sindanglaya macet ternyata di 24 banjir pareum listrik oge sarieun kieu
anger,hakan sia matak jadi lalaki kanjut sia kandangan meh teu luar leor kamana mana
joy,aslina ngeunah seuri ieu ge nuhun hiburan na mah deuk tadi ngajak ribut tatangga jadi gara2 geus ngeunah seuri
sadness,uwow hayang ceurik ajiggggg perjuangan aing jang awewe sia sia nyeri hate pisan
sadness,sedih kangmas aslina ku situasi kieu mah nyak ya allah abi kadang lalai jumat an mah meuni karaos ka mesjid aya suara2 ti mesjid teh meuni asa saredih tiasa deui netepan ayeuna
sadness,abdi mah sok sararedih lamun ningali batur ngangge acuk anyar abdi mah teu gaduh acuk lebaran
anger,rek kanyut bijil dina tarangna oge paduli bagong nyak wa
joy,rarasaan asa atoh pa agul nilai jeng batur teh hahah
fear,hujana meuni gede tur palaur ku petir deui mudah2an citarum teu luber 
anger,polisi pinafsueun manajemen saruana ajig
fear,sok palalaur budak awewe resep k awewe mana sd keneh ieu th herey ato benern budak nyieun status th asa hariwang
fear,aku kalo inget tahun 2018 suka muringkak
anger,wayah kieu anjing kirakira moal mantuan mah ngomong tatadi atuh setan males eweuh kuotaan galey ku aing gera anjing teh
sadness,masjid kolot meuni di lembur sedih ningalna sugan bisa di omean daerah cipanas
anger,sia aranjing jiga nu gs bener wae sakitu pernah ngalaman munafik blog
anger,manajemen nu alus dilepas ari nu butut dicokot
fear,muringkak sagala bulu mun ngadenge lagu lengser wengi anjislah
fear,garut kota na dmna sih sarieun narurut pisan titah caricing teh
sadness,di kosan heeh lah gera balik lah sugan teh aing hungkul nu nalangsa cicing ternyata mane ge saruana
anger,anying jangar teu boga duit pisan lieur hayang mabok meuli ah
anger,kemkominfo anying kehed belegug
joy,maraneh na mh sok atoh mun di ulinan th ngaran liwet lauk hayam jg batagor mh sok aya unam oge sok aya hehehe
joy,aslina ngeunah seuri ieu ge nuhun hiburan na mah deuk tadi ngajak ribut tatangga teu jadi gara2 geus ngeunah seuri
joy,mhn kang jumat aya broadcast wa ti kec jumatan di tiadakan di kec abdi kamari pengurus masjid rapat ngabahas jumatan dinten ieu koordinasi sareng pihak terkait alhamdulillah dinten ieu tiasa jumatan diterapkeun oge standar pencegahan kamari
anger,naha iye budak gelo bangsat goblog maneh
joy,ahhhhhh aing mah euy aya2 wae dewek rek sare malah ngabarakatak mac iyeu bubaaaar bubaaaaar
sadness,leutik teu dina hate sedih pak ningali rakyat palestina di tembakan
joy,asli aku seuseurian wae liat itu aku ge rek miluan challenge eta meh org yg anti makin keseel 
anger,pap we pap lalaki teh goblog
fear,njay bersin oge asa asa sieun jadi odp aman keneh hitut euy
sadness,mun diri abdi diparengkn dipasti ku gusti enjing pageto abdi sumerah tur ikhlas sahnteuna abdi t ngrsa pnarasan ku cita2 abdi tibaheula
fear,inikah yang dinamakan hujan dor dar gelap aruh gusti sarieun kieu
anger,mikir sateh nu loba kaluar negeri anu balenghar kovlok pinapsueun sateh
fear,gamau bayarin akulaku kredivo shopeepaylater gtu pa apalagi buat yg nganggur rek neangan gawe kudu diimah rek dagang keliling eweuh nu meuli da geus sararieun batur didieu teh bapa skincare abdi ge tos seep pa cik atu gratiskeun guardian jeung watsons ogenya
sadness,pas k r ngiuhan di halte beus kota aya tkang barangmaen sarua ker ngiuhan meuni asa karunya ku aku teh diber weh dua rebu bari ditanya pak ari sadinteun na kenging sabaraha pekteh sapoe na menang 325000 jol jadi malik karunya kadiri sorangan euy tadi
anger,centang ku aing geraa mun aya nu ngomong kieuu wanian ka si kelma mah
anger,anying kesel bgt sumpah mun panggih di tonjok ku aing da
joy,sok meni atoh ningali pemuda nu kitu teh
sadness,ya allah meni waas sararedih ningal video pagelaran sareng de file perjuangan sareng kebersamaan eta mah
fear,punten bade naroskeun saklar lampu sareng taman cibeunying palih mana meuni keeung pararoek di taman lansia
fear,backroundy serem jd ngaderegdeg yeuh 
fear,keeng kieu diimah aya jangkring disana euy
sadness,peuting tengah jemplang jempeling jol seak hate cing seredet sedih nu pgh tea asa hayang cerik asa hayang ngajerit maratan langit ngoceak maratan jagat bakt ku sedh na ieu hate anu pgh mimitinw kmha jol
sadness,ceuk aingge tong balik kan jd we nyeri hate 
sadness,meuni karunya didamel obyek siksaeun
anger,viralin viralin bengeut sia anjing lah beunghar kakarak oge geus ngalunjak keun ku gusti allah hayang teh di harita cokot da babi ciga nu teu ngalaman wae kasusah sia sia susah mah ka saha mun lain ka keluarga aing
sadness,ari indung urang cageur nya ngajerit hate sono kanu jadi indung
joy,miroh versi sunda meuni nikmat kieu euy
sadness,aduh rasa kecewa geus t bisa dibendung kudu kmh atuh persib teh sebagai bonjovi bobottoh nonton di tv keesel jeuung sedih ningali persib main sebagai tuan rumah dengan dukungan sporter luar biasa tetep eleh 
sadness,sakur tiasa ngeclakeun cai soca tiasa nanaon deui pasrah weh kanu diluhur
