Emotion,Text
anger,ribet si goblog rek sahur ge kaburu lebaran anjeng
sadness,teukaop rek live tweet ti lokasi imah almarhum teu kuat nyurucud wae cipanon mang ayi urg sedih kunu sejen asa teu kieu2 teuing 
joy,enyaaa bagja ningali baturan nikah tapi sedih bisa nyaksian
joy,persib 2 0 persiwa 2009 alhamdulillah ngora urang berarti
joy,sekarang baru ngerti kenapa tadi siang bilang amanlah deket ke jkt nuhun teteh nuhun kang emil nuhun jabar meuni bungah terharuuu
anger,garoblog da jelema teh ngariwehken we bisana teu nyaho aing lieur
fear,isukna urang sok sering ngimpi nu geus maraot atau aya babaturan nu maot heg sok kabeneran aya kabar duka sarieun anjir
joy,sanes jurusan basa sunda tapi meni teu raos ninggali aya nu kieu
joy,raresep ninggalan foto nu pariknik barungah baragja maraneh edan nuh
sadness,sok watir urang mah soalna babaturan urg nu introvert di bacotan wae ku aing 
sadness,mun diri abdi diparengkn dipasti ku gusti pageto abdi sumerah tur ikhlas sahnteuna abdi tos t ngrsa pnarasan ku cita2 abdi tibaheula
fear,anjir mun keneh kieu mah dek ka jakselna ge sieun
anger,aing teh kdg suka lier sarua lalaki ambek kalo chat teu di bales padahal sia ngechat cuma p kumaha aing hayang blsna susah pisan keknya ngetik nama atau salam gitu
sadness,di bumi asa cuang cieung ari nyalira dede nju t dmang th hariwang t aya rencang pakumaha sok jug inget ka kolot ari tos kieu th
joy,tos sumping ka majalengka di pangkas rambut passer bingah ningal na tiasa ka pendak sanajan sakedap
anger,teuing jelema teh lieur kieu wa gara2 persekutuan corona teuing isuk pageto lamun manehna masih keneh aya obroleun tsunami2 urg gedig weh tuman
fear,ka zona merah nyak matak sieun gung dateng sieun da rek naon
joy,kapungkur nikmat sareung raos nya teteh laukna tutut tur keong imut waktos aralit
sadness,lain mendramatisir tp emang kanyataan teu walakaya ngadangu suanten si coach
anger,tampiling padahal mah ku si emakna
fear,cijahanya pedalaman uka nganter ka imahna peuting keeung peuting
sadness,anying ieu film di sctv nyieun hayang leweh hayang aya di bandung deui mamaaaaaaaahhhh 
joy,alhamdulillah yaa allah mung sakieu ge bingah ningal mamah sareng bapa tiasa ngaraoskeun hasil jerih payah abi
anger,eta budak kamari sore pepeletek koplok kepret ku aing geura
fear,tutup weh lah pak karagok palaur soalna ieu mah
anger,si abu janda teh ngaku na org bdg nya sumpah ajig bieu asa ninggali si eta di parpatan jamika porengesna sarua make mobil taft hejo tai kuda hayang nyiduhan tapi sieun lain si eta
sadness,sedih lah ningali babaturan geus karawin minimal nya geus baroga kabogoh tapi aku 
joy,makasih sia geus perhatian duh bagja boga adi th sanajan sok pasea ge 
joy,asli aku seuseurian wae liat itu aku ge miluan challenge eta meh org yg anti makin keseel
sadness,ning kie nya sing di kiatken manah abdi alloh masihan jalan kango diri anu kr ngoceak ngomean kaperih
sadness,dugika kiamat yahudi bakal ngadoreksakeun ka umat islam tapi ai ningali kieu wae mah gusti meuni nalangsa didieu kur bisa ngadoakeun 
joy,hatur nuhun gusti nu agung kanggo dinten ayena allhamdulillah katampi sagala rupi kanyeri aral na hatur nuhun pisan gusti
sadness,nyeredet kanu manah ngadangu eta bobotoh nu luka leuwih ti 30 orang gustiii 
sadness,di gerbang sedih liat live stream mekkah ngeshootnya ngga atau dalem masjidil haram nabawi lg tp dari atas atau sekitaran masjid karena ngga ada orangnya
joy,nuhun gusti abi masih tiasa keneh tuang sareng keluarga kempel bareng nikmat pisan 
sadness,komo nahan sagala kasedih jauh ti kolot tapi da mereun ieu ge demi nyumponan jalana hirup ieu pikeun bekeul abi ngalatih diri jadi pribadi mandiri mudah2an sagala peurihna ayeuna janten bagja engkena
sadness,ayeuna komo nahan sagala kasedih jauh ti kolot tapi da mereun ieu ge demi nyumponan jalana hirup ieu pikeun bekeul abi ngalatih diri jadi pribadi mandiri mudah2an sagala peurihna janten bagja engkena
anger,anying naon cik atuh tong goblog2 teuing hirup teh make ngaletak wc si goblog surup gening hirup sia
sadness,sedih anjir hyg nu kieu neupi ceurik uo teu dipangmeulikeun keneh ku s momsky baheula
fear,pabrik2 sanes kan tos mulai berlaku libur nu terang abi changsin nu acan libur komo mun pp pake kendaraan umum pasti keueung 
anger,teu paham pemikiran na sa bajingan aing sa begundal aing sa bangor na aing teu nepi boga pemikiran kieu bangsat teu sieun ka malaikat meuren sia teh goblog aduh anjing ih bangsat babi binatang 
sadness,liat di ask fm asa pengen cerik uy karunya da kumaha lagi jadi serba salah ke akunya sama kekamunya juga
sadness,ayeuna baheula sedih hariono indit ti persib sedih karena pemain sekelas yosep nandang asup persib
anger,saeroyi pake acara ketabrak anying goblog
fear,si aji poe ayena sensi wae bagoy jadi sieun ngadenge si aji ngambek mah
fear,mun ningal laga sore kamari jeng peuting asa melang keok telak pemain na berenergi tinggi batur mah tadi
joy,bingah gaduh president keren and gubernur
anger,naon sih anying riweuh pisan si bagong sia pengangguran mun teu nyalahkeun pemerintah nyalahkeun awewe insyaf sia teh zuma sia tah akhir zaman lainna neangan gawr kalahkah komen ig nyinyir si anying guna sia hirup ayeuna
anger,jelema teh lieur kieu wa gara2 persekutuan corona pageto lamun manehna masih keneh aya obroleun tsunami2 deui urg gedig weh tuman isuk
anger,sia goblog bondon teh naon ajig
fear,jir sieun urang check up rutin ka rs bulan ieu geus loba nu positif urang pesimis jeung rs na soal na modar gegara corona tapi modar gegara jantung kambuh
anger,mana jelemana mang podaran ku aing 
anger,goblog pisan eta jelma mun kepret ku aing
fear,salah ngomong dikit di spill asa kumaha kitu sarieun euy lila2 mah niat senang2 malah makin jangarrr
anger,libur teh cicing di imah w kehed dahar sing bener istirahat sing loba lain ulin piknik ngarumpi anjiggggggg 
joy,nuhun ieu ngeunah seuri untung lain seperti kemarin pahili engke jeung noah
anger,ampun sia meni teu bisa di keheula keheula aing ka imah teh lain rek ngababu ataupun rek holiday tai teh aing aya tugas isuk isuk dititahan di keheula keheula gandeng pisan sungut teh rawing anying
sadness,meuni karunya pisan didamel obyek siksaeun
sadness,teu wasa ninggal foto si cutlen jadi cirambay gws cutlen yah ke ku om igo diajak jalan dei ninggalan nu aneh 
joy,tembus lagi bosquuuu mood keur sae percintaan keur on the top nuhun gusti
anger,atuh tong mewek kucinta atuh bro geuleuh siateh jalu maenya jalu mewek goblog lemah pisan
fear,balik cimahi sieun teu balik cimahi teu boga duit asw korona
sadness,sok sedih nyurucud cai panon ningali awewe anu jadi ibu ibu digarawe bari dinu beus teh sarare deui nunutan isuk keneh ningalkeun budak nu kudu na di urus di mandian di huapan
sadness,raheut tapi geutihan nyeuri tapi katinggali hate
fear,keueung sih lamun bener komo lamun na pake umum ayena kan te terang pas naek kendaraan umum nyebar deui kanu sanes dinu sanes ka sebar deui hih te malikir jelema teh barelegug ka garut
sadness,ngeclak cai panon ragrag kahandap tempo nyieun kasalahan
anger,tah ya coba mikir yg masi bisa bisanya nongki otak sia dimarana anjg teu di imah ngarti cik tingali goblog ku saria tong ngarasa masi muda sehat padahal mah kan gatau maneh matak ripuhh kehed ges saria cicing kehed teh tos kena imbas weh ka nu kolot ibu bapa kakek nenek matak ripuhh kehed ges saria cicing di imah kehed
joy,alhamdulillah ya allah nuhun gusti persib menang nuhun buat semua pemain pelatih dan official yg udah kerja keras nuhun nuhun gusti 
sadness,teu tega ningali wrga palestina 
sadness,pasrah waelah da tos teu tiasa di kukumahakeun 
joy,lolos alhamdulillah ge te nanaon abi bingah ninggali permainan dan semangat juang tim anu ayeuna punten benten pisan sareng taun kamari
joy,menang euy gr 7 8 bonfica asa ku bagja boga ngaran diciamis tim footsaall yeahh nhun barudak
sadness,bd cumarios ngagentraan wae nu d pikahoyong mangga langkung mung tiasa pasrah sumerah kanu ngagaduhanana
fear,mitamit aing jd muringkak bulu punuk anyeeng
joy,kawan kawan semua ngeunah seuri ngeunah dahar sing kieu weh
joy,asli aku seuseurian wae liat itu aku ge rek miluan challenge eta meh org yg anti makin keseel 
anger,sia anjing pinafsueun wae euy boy dasar titisan saep
joy,tah kitu alakur sok reueus ningali nu alakur teh komo ciga ambu di pangmbaraan panggih jeung urang sunda teh bungah
joy,alhamdulillah hahahahahahaha bari seuri asa bodor mah da antique
anger,demi na oge nyieun aral ieu maen setan bagong
anger,aing hayang neunggeul ieu jelema
fear,maneh ngadegdeg sieun isukan kumaha aing kitu unggal peuting
sadness,akibat loba teuing pulah pilih niatna hayang neangan nu leuwih tapi akhir na sakur menang kapeurih
joy,kami fokeus di afc hahahahaha ngeunah seuri kieu padahal geus make jurus undur2 dan jurus nyali nyali alasan 
anger,edan beberebetan kitu si goreng patut anying keuhel
anger,ngeliat beunget mnh teh asa hyng nijek
fear,geunyal jol muriding nempo na eta a fahrul
sadness,asa cuang cieung ari di bumi nyalira dede nju t dmang th hariwang t aya rencang pakumaha sok jug inget ka kolot ari tos kieu th 
sadness,asa wasa ninggal na oge matak peurih kanu hate
joy,atoh pisan aa jadi juara dunia teh abdi mah atoh pisan kuatka bangga ka aa
joy,alhamdulillah bingah pisan kapapancenan janten panuntun acara akad sareng resepsi na neneng 
anger,mikir atuh anjing jang bobotoh luar bandung oge jauh jauh hyg nyaksikeun macth ieuge malah ku brdk bandung keneh di batikeunna sakitu mun saria away menta tulung tiketna kasaha urg selaku bobotoh nu di bandung ge kecewa kieumah anjeng lah
fear,sieun asli mana caringin deket cikukulu aya odp jir
anger,china eweh basa pisan anjing hampura mah da menteu bagong teh lah nyusahken korona balik lewat mana siah anying sok
fear,jadi takut sama asa laleuleus kieu
anger,sia ka batur boga kalakuan goreng acan aya babales na nya ka sia sok dagoan siah karma ayeuna salamet tapi jaga sia pasti boga turunan
anger,di baso bujangan kumah pernahnya naik angkot dari cihampelas trs turun kan 2rb aja ya manalagi aku pake seragam mah osok murah tpi akuteh ngasih 5rb da lagi bageur eh si mamang na kalah ngomong belegug budak teh kalah mere loba anjing pisan euy dibere teh
sadness,ngoceak marapatan jagad teu kawasa narimakeunna te ku rido bulan madunya kuring teu kiat ngabayangkeunna
sadness,ngan saukur tiasa nyaklakeun cai soca teu tiasa ningali langsung jadilah penerus agama dan bangsa jagoanku ikmal
joy,nuhun beh nuhun yah abi wengi seuseurian teleconference ayeuna
sadness,anjir aslina kaduhung pisan teu nurutan saranna 
sadness,peurih nyeri ngajerit hate ningalina
fear,pas intro oke fine masih kuat walaupun agak takut pas intro beres jol lagu abditeh bangsul auto muringkak eta mah ayeuna te kuat sieun tp masih penasaran tp da sieun
joy,nuhun ieu abi nyakakak tos lami diperantauan mendak deui basa ieu nembe
fear,ka bioskop caritana mh td th lalajo nun bakat ku sieun jd te konsen ngopi jagong bledug ge
anger,telat pinafsueun wae sia mah
anger,di baso bujangan kumah pernahnya naik angkot dari cihampelas trs turun kan 2rb aja ya manalagi aku pake seragam mah murah tpi akuteh ngasih 5rb da lagi bageur eh si mamang na kalah ngomong belegug budak teh kalah mere loba anjing pisan euy geus dibere teh
sadness,karunyaeun ningali rarayna pikasediheun merenan jdi di bebaskeun
anger,ngadagoan sia ti manado balik anjing mni lila da di galey ku aing gra deleken siah nu ngaran usup tah ku aing di bere ampun sia
joy,eh heueuh aing karek ngeuh hahahaha bangga aing ka anakna pa martin hahahahahahaha bangsat aing seuseurian ieu
sadness,duh gusti abdi sumerah diri waruga jeung sukma asal ti anjeun jaga ning geto balik deui mung ka anjeun
joy,ah malahan sok atoh da ihh aya bahan kekeakeun
anger,punteun bagong beunget sia kirang twiterable nying nuhun hehe
anger,yaudah paeh aja goblog ribet pisan hirup teh ah
fear,tadina mah hayang ngadongeng jurig tapi bakating ku serem eta dongeng kami nu ek nyaritakeun na ge jadi sieun muringkak teu jadi weh
joy,hatur nuhun 2014 bisa nyaksian jeung di palembang mapag persib juara bisa ngasaan naek pesawat nuhun gusti
joy,sumping persib kengeng asa bungah kieu poe ayeuna ka bumi nuhun pisan
sadness,raheut manah ku cariosan rujad awak ku di teunggeulan kade karma mah sok berlaku dak 
fear,asa hariwang kieu lalakon hirup teh asa nyorangan asa ieu mah 
anger,punten pisan anjing babangus dijagi da sia teh lain jelema nu leresna
anger,ieu para partai kamarana aranjing teh disaat kampanye we barijil bagi2 kaos sembako dll ari waktu na keur kieu areuweuh pisan kontribusi na masker2 mah atuh babagu da moal sahrga nyieun kaos partai meuren masker mah
anger,podaran bae tuman ngaheherin indonesia bae
fear,unggal rek ka sorekeun bandung asa keueung kieu gusti 
sadness,duh gusti cai soca teu tiasa ditahan nalika suling gugupai kana manah nyeredet kana hate hoyong uih ka pilemburan malikeun waktos janten budak guyang di balong ngurek belut di sawah teterengkelan kana tangkal tatangga gusti waas ku sulingna
joy,meni niat ieu mah nu nuju seueur kahoyong dugi kaditu kadieu ge dibebelaan asa inget basa eta pernah kitu oge jauh mela melu diturutkeun ari kr aya bageur na mah kacumponan oge nu dipikahoyong teh nya wareg nya bungah nyaah pokona mah hehe
fear,eleuh jalanan bandung mun malem kieu meuni keeung pisan mana abis dr ngelayat lg hieee
fear,tara tisasari ieu rasa asa melang kanu anggang ngabalukarken mekar lir kembang malati hate sok hariwang sieun eneng kagembang ku jajaka nulian mugia salira sabar satia ngantosan dugika waktosna urang tiasa rerendengan dipelaminan
sadness,nalangsa pisan atuh neng teu boga dwit 
joy,seserian nepi ka eungap kieu wkwkkwkwkwwk
sadness,urang hayang leweh lain nyengcerikan jelema tapi hayang leweh naha sih sifat teu bener nu maraneh na boga naha jadi ka urangkeun 
fear,ieun kieu mau perpanjang sim tp keaadan lg mencekam
anger,sangeunahna kieu nu ngomong ari jelema beunghar mah gobpis pisan
sadness,sangsara balangsak geus kalakonan kasusah kabungah keur disanghareupan eta sakabeh kudu bisa nyieun sadar sedeng kanyeri kapeurih kudu bisa mawa sabar duanana ubar diri
sadness,ripuh ka imah sakabehna teu awak teu pikiran teu hate teu aya nu beres da nyeri hayang uwih hungkul nu d jabar cicing diditu
anger,sia make baju oren herepeun beunget aing mun teu di halangan ku indung urg ges di acak acak beunget sia teu sieu ka dulur sia aing mah
anger,rarasaan urang nu baragajul tapi asa teu bejad siga si abu janda nu wani nepi ka ngagogoreng ulama pertanyaan na naha si eta sakola agama oge teu sih siga ulama nu sejen tapi heran na loba nu ngadukung statement siga kitu patut artis asa beuki ku rudet
sadness,sok saredih ari maca berita nu kalaparan teh 
sadness,nyeri hate nyeri badan jadi hayang ceurik
sadness,tega ningali wrga palestina
joy,maraneh na mh sok atoh mun di ulinan th ngaran liwet lauk hayam jg batagor mh sok aya wae unam sok aya wae hehehe
sadness,ceuk aingge tong balik kan jd we nyeri hate 
joy,alhamdulillah urang sunda mah raramah jaba berehan deui kopi ples jeung acisna nuhun pisan aa
joy,jumaah barokah bagja ningali pameget nuju sarolat jumaah duh gusti alhamdulillah cicurug mash seeur calon imam anu soleh aamiin
joy,hahahaha atoh kieu aing ti kamari nya susuganan weh ieu nu benerna mah nuhun gusti pasti berkah ramadhan ieu mah
anger,nyinyir we pagawean teh goblog
sadness,abdi ngangkeun kana dosa abdi mugi gusti ngahapunteun ka abdi margi teu aya anu tiasa ngahaputeun kana dosa abdi kajabi gusti
fear,punten min meneruskan info palaur pisan ninggalna
sadness,ku tirisna oge teu walakaya mugia teu sareng banjirna ka dulur di lembur ka baraya di kota mugia hujan iyeu janten berkah panyinglar si korona
sadness,hyng ceurik ngajerit hate th sbner nmh
joy,nikmat pisan wayah gini mah beres ngebon disuguhan es kalapa
anger,nu katoel katuhu nu nyerina kenca goblog wasitna
fear,masang wifi deui tapi sieun teu kabayar euy
fear,subuh tadi saya lewat jalan tol meuni keeung anu dari cileunyi mata kucing lampu eweuh
joy,tah eta kang kitu gening hawatos na ibu na rrencangan ge teu tadi damel deui kang alhamdulillah na tiasa ngajait alhamdulillah pesenan masker aya wae ti abdi 600 losin rengse
sadness,jam sakieu beres nonton miracle in cell 7 dan tetep hayang leweh ajig nonton na ge walaupun udah kesekian kalinya
joy,dihaturkeun nuhun ka teteh anu nembe diangir wargi twitter tiasa babarakatakan sasarengan nuhun pisan teteh
anger,gokar punteun buat yg masih pd nongkrong yg masih jalan2 gajelas punteun ieu mah ari sia goblog2 teuing sih sia terpapar korona di luar nu di imah ge beunang cik karunya ka diri sorangan teh gobloggg cicing heula saminggu mah dripda cicing di r isolasi teu kaluar2 sateh 
sadness,ukur ngembeng cai soca teu wasa wakca balaka pisah jeung ema nu mulang ka alam baka harita
anger,sia tangkurak ngadoraksakeun sarerea 
joy,ngomong2 ppu na karak ayeuna ageung pisan skor na ih meuni bungah
joy,allhamdulillah hatur nuhun the nya teh miadasmawati meuni bungah kawiwirang lgsg di waler ku teteh hehe
sadness,ripuh sakabehna awak pikiran hate aya nu beres da nyeri hayang uwih hungkul nu d jabar cicing diditu ka imah
joy,seuseurian nepi ka cangkeul perut gustiii
anger,ngacaprakna harepen aing geura tong tukangen bisi di leyek ku aing tah bengeut rungsing ka aing na oge 
joy,sono pisan sonten ieu turaes meni merdu tur panas na sa alhamdulillah 
sadness,sedih banget ya alloh karunya teuing aya nu jajan sing sehat selalu mang lancar terus rezekina amin
anger,pulang atuh teh ai kamu nanaonan cicing kuatka 3 jam atos sok uih nya teh enke jalmi na urg kadek weh aral kieu aing mah gusti kuatka teu ngahargaan
joy,si bapa ieu diem diem tapi sakalina bicara pikaserieun pertahankan pa walapun tidak jadi wakil yg baik setidak nya jadi komedian yg bisa menghibur warganya
anger,onlen onlen tai ledig lah maksakeun pisan rariweh jadina teh bagong epektip blog ah lieur nyao lieur
sadness,hate peurih asa raheut di turih manah asa ka panah urg ingkah lain teu nyaah hampura cape euy
sadness,nah kitu meni sedih ongkoh mahasiswa tapi mikirna kitu
sadness,ketika peuting aya nu teu jadi pengukuhan teh asa kumaha karunya ka perjuangan na pas pelatihan nu bebeakan di hantem tiditu tidieu tengah
joy,hatur nuhun gusti hatur nuhun abah jeung umi ngajarkeun abdi raka sareng rai
sadness,yaallah meni sedih
fear,odp covid19 udh ads di ciwaruga tmpt kosan aku ih sieun pgn balik nguli tp takut
joy,kadang sok bijil rasa bangga ka budak nu kasebut ti keluarga teu boga tp manehna gs mampu kerja keras kana usaha urg leuwih ngahargaan budak kieu dr pada budak nu bisana ukur barang penta ka kolot bagja jang cing gede rejeki 
fear,urang tara maen pubg sieun nempo getih
joy,alhamdulillah meuni nikmat ieu seri
anger,mun aing jadi pemain mengbal atawa jadi pemain persib sakali hayang neunggeul si ismed duli di kartu merah ge
sadness,keur hayang buru buru beres teh aya we cocoba duh gusti
joy,simkuring bingah pisan ieu buktos yen sunda mah pamimpinna kedah adem ayem silih asah silihasuh silih asih sanajan simkuring hoyongna mah duet teh kang dedi sreng kang rk mung simkuring percanten kang dedi msih tiasa ngawangun jabar nu sae hatur nuhun
anger,sok keuhel lamun ninggali aya keneh nu mceun runtah
anger,urg sok ngahargaan ka batur tp btr beut marulang tai ka aing aranjing 
sadness,ti lokasi teukaop rek live tweet imah almarhum kuat nyurucud wae cipanon mang ayi urg sedih kunu sejen asa kieu2 teuing
anger,kumah pernahnya naik angkot dari cihampelas trs turun di baso bujangan kan 2rb aja ya manalagi aku pake seragam mah osok murah tpi akuteh ngasih 5rb da lagi bageur eh si mamang na kalah ngomong belegug budak teh kalah mere loba anjing pisan euy dibere teh
sadness,ieu kuring naha janten hanjelu gara gara di chelsea teu aya fabregas deui
joy,hatur nuhun gusti hatur nuhun abah jeung umi parantos ngajarkeun abdi raka sareng rai
anger,hidup kadang di atas akadang dibawah kadang aing kudu nenggeulan jelma siga sia kuaing dagorkeun sirah sia ka trotoar kuaing seret beunget sia di aspal tincek krongkongana talikeun kontolna na natangkal kapoekan sia paeh
anger,marukan keren kece kasep kitu tapi maneh mere harkos beunget sia luntur tah kabeh
fear,nu maot kinten kinten ieu hari demi hari kareueung
fear,waraas jeung keueung bulan puasa ayeuna kudu sagala munfarid
joy,muhun nuhun alhamdulillah asa kumaha nya sesah nyariosna bingah pisan 
anger,asa teu kudu tunggal teunggeul gobelog da sarua kabeh oge jengkel ninggali persib maen siga kitu patut
fear,njay bersin oge asa asa sieun jadi odp aman keneh hitut euy
sadness,sabenerna masarakat kudu bisa nyokot pelajaran ku aya bencana alam samodel longsor jeung banjir teh naha bumi urang meuni tega kitu nganiaya ka manusa lamun diregepan ku urang bongan kalakuan manusa sorangan anu tiheula nganiaya alam
anger,sender awewe tp sender na teu bisa ngahargaan perasaan kabogoh si lalaki make bahasa kita rutin hs dan kissing juga bapa sia solat tahajud ajgg unggal poe
joy,reugreug ah ari tos ngalewatan hari salasa teh asa meni reeus iye hate gustiiii
fear,sebelah rumah ada yg odp meni sieun ah
joy,tdi pas ulangan b inggris seru komo pas bgian listeningna aduh rame pisan kalah babarakatakan weh seri gra snesna ngerjakeun
joy,sangu haneut goreng asin bejek tahu cekap nuhun gusti nikmat na katampi
sadness,mun ker peting hiji komando mah kieu jadina asa nyeredet kanu peuting manah euy mun inget kanu kajadian nu
fear,wah hari ini indonesia lawan palestina ya lawan anak2 sholeh euy asa takut kieu jeung doa eta barudaks 
fear,barang beli mikir jero kieu sieun manjang si corona goblog
sadness,sok ngajerit hate aingmah ningali berita teh indonesia oh indonesia ancur negaraku
sadness,naha sih mak meuni leuleus kitu ih karunya
fear,inikah yang dinamakan hujan dor dar gelap aruh gusti sarieun kieu
joy,kuat nyakakak ieu mh astagfirullah
joy,mun ceuk urang mah meunang chat ti kabogoh nu eusina loba emot na sok atoh we alay sih tapi paduli
fear,sin bakat ku sieun urang lumpat ka tukang es
fear,jalan nu bade ka pangandaran ge nu pas bulak belok na wengi mah asa keueung oge wa komo loba tangkal nu baradag mah 
sadness,mani kuat nyurucud cai panon ningali si jalu ngagoak sing janten jalmi soleh jalu 
sadness,jomblo pikawatireun teu tega aing ngabahas na ge 
sadness,ku tirisna tos teu walakaya mugia teu sareng banjirna ka dulur di lembur ka baraya di kota
sadness,sasapoe teu dahar sangu sieun aya korona yawloooo peurih amat iyeu hirup di kosan
fear,nyeuri ka jamban beteung jam sakieu tapi sieun
anger,puntenan pisan ieu mah cik atuh anyinc setan iblis babi bagong batur th rek malodar garoblog ecreug geura bisi palidkeun jin iprit neleu kalakuan saria siga kieu mah wereu blog ehh gusti ampun ka pangeran ka cimanuk
joy,alhamdulillah gusti nu maha kawasa nangtayungan hpna tiasa keneh kiat
joy,si kamari pujaan hati membawa kejutan nga sms gitu meuni bungah pisan hate teh
sadness,sok watir urang mah soalna babaturan urg nu introvert di bacotan ku aing
fear,angger we hariwang nempo duet phul jones jeung indra mustafa yahabibi
anger,anjing mun aing jd pol ppna ku aing tonjok asli
joy,ningali senyum maneh oge urang mah tos bungah komo deui lamun eta senyum ka urang
joy,alhamdulilah bingah ayeuna ninggal kang themfuck jeruji anu tos hijrah smoga ttep istiqomah kang
sadness,deudeuh mang sing aya nu ngaborong mang sing sarehat sadayana nya
sadness,panon bareuh lain d teungeul nyengceurikan nu jd kasalahan sesal emang datang belakangan
sadness,sumpah beneran ngoceak ieu manah sedih 
sadness,nya prihatin siih tp kedah kitu at pak bozz hapuntn abi tos kmh wntu
joy,heppybesdey ari aing nuhun gusti atos dipasihan umur panjang kanggo abdi
anger,pku kehed sia anying daek cicing pisan sia anying ceuk aing diuk didinya maneh siawwteh diuk didinya maneh kadieu ulah ganggu aing ai sia teh oooh si jelema apa monyet sih aing bingung goblog rariweh pisan palalur da aing da gelut jeung aingggg
sadness,duh gusti hujan ku hujan na ath saat knh wae sumur teh ni sangsara ku cai 
sadness,iyah pasrah we abi ka dae mah sok tara tiasa kkumaha 
sadness,ihh ni saredih ningali kidz zaman now di tribun kalakuan na teh geus aneh2 perlu edukasi tingkat dewa ieu mah karunya 
sadness,kadang mah ngerasa tos teu kuat gusti pasrah we lah kumaha ge tos aya nu ngatur mugia tiasa iklas we ayeuna mah 
anger,mikir atuh anjing jang bobotoh luar bandung oge jauh jauh hyg nyaksikeun macth ieuge ku brdk bandung keneh di batikeunna sakitu mun saria away menta tulung tiketna kasaha urg selaku bobotoh nu ge kecewa kieumah anjeng pisan lah di bandung
fear,di belakang rumah aku ada yang meninggal cucu cucunya pada nangis patarik tarik sarieun
joy,alhamdulillah sabenerna diluar dugaan edukasi tentang wabah covid 19 ternyata geus nepi ka pelosok matak teu aneh di masyarakat urang loba nu geus kabangun kasadaran na nerapkeun pola hirup sehat jeung mariilih cicing di imah jadi lain pedah kasieunan sih 
joy,alhamdulillah yaa allah mung sakieu ge mani bingah ningal mamah sareng bapa tiasa ngaraoskeun hasil jerih payah abi 
fear,waraas jeung ayeuna keueung bulan puasa kudu sagala munfarid
joy,alah asa karasa baham saya ngadak ngadak calangap cacalawakan hayang ngabarakatak mantapp kang adang 
anger,rek di ajar sombong ayenamah teu paduli bagong tea lah batur ge kitu ka aing 
sadness,hate nu geus paheut dijieun raheut omongan peureus nyieun leuleus geus kuat nahan kanyeri geus waktuna sadar diri
sadness,hate nu geus paheut dijieun raheut omongan peureus nyieun leuleus geus teu kuat nahan kanyeri geus waktuna sadar diri 
anger,eta kamari budak sore pepeletek koplok kepret ku aing geura
sadness,deudeuh teuing anaking jimat awaking keun nu atos janten buktos nu lepat sing bisa tobat mun jauh atuh loba ngeluh ibadahan ku kasaean
fear,asa hariwang nempo alam dunya kiwari geus hujan deui di bandung sebagian wilayah nju ka banjiran deuih
sadness,mun diri abdi diparengkn dipasti ku gusti pageto abdi sumerah tur ikhlas sahnteuna abdi t ngrsa pnarasan ku cita2 abdi tibaheula enjing
anger,hirup mah kudu natural terutama beunget sia tah ulah kandel teing ku bedak bisi iraha iraha aya nu ngepret era meuren ngebul
anger,goblog awewe teh bisaan ngelakna ih anjing ijid demi allah ges aya bukti oge angger we teu ngaku
sadness,omat cing nyaah ka kolot gaes ulah nepi kolot urng aya di panti sosial jompo kudu inget bela na nu jadi kolot ka anak 
joy,ahhhhhh aing mah euy aya2 wae dewek rek sare ngabarakatak mac iyeu bubaaaar bubaaaaar
fear,naha jadi loba begal siang2 anjir sararoak 
joy,ternyata kasusnya sampe dalem bor wkwkwkwk ya allah kutak ingin terkompori wkwkwkwkwk hayang seuri aingggggg
sadness,tiba tiba kepikiran aponi terus sedih cirambayan ajaa
fear,dooh jadi sarieun kieu ningan nyebut bu nyebut buut buut buut kitu istighfar bu
anger,bagong corona nyusahken si anjing
anger,nu sagala aya nu sagala boga ulah sok balaga inget nu aya di dunia ngan sakur sementara nu hiji masa bakal sirna mikir
fear,yaa allah meuni serem gitu 
joy,hahaha dikirim ku abdi coet lenang jeung tulang na hungkul adiristandinya kang meuni nikmat pisan alhamdulillah wkwkwk
sadness,sok ujug2 asa sararedih asa waas tapi kunaon kadang2 lamun tos kieu teh hoyong di bumi uih heula ari mah asa diubaran
fear,suara nak serem pisan teteh jadi sieun ngadenge na
fear,di bumi tos meuni asa hariwang uwih we atuh
fear,ningali berita teh isina meni corona matak pikasieuneun
sadness,inallillahi mudah an aya korban bener nya harta mah aya nanaonan dibanding kuasa alloh mah
fear,duuh uy asa hariwang kieu nyuak yuk ah gerakeun ieumah asli
sadness,meni asa ku runtuh hate ngawelehkeun hate aa sim kuring rumaos lepat sim kuring rumaos kasakit ningali aa saredih ninggalna
joy,aya hiji deui wa iklan kerupuk iklan erna jaya nu di iklankeun ku bazit teh pikaserieun ajig tah buat uwa uwa nu hayang lalajo ku deek di bere link yutub na
fear,bo sia gak ngerti yg gue rasain boo keueung
sadness,di lapangan naha asa ngarasa sedih ningali persib maen home sepi pemain cadangan deui gegara di dzalimi ku federasi sok sib buktikeun yakin bisa meunang aamiin
fear,dingin tapi semu ngadegdeg sieun tisoledat tea 
sadness,di turih hate peurih asa raheut manah asa ka panah urg ingkah lain teu nyaah hampura cape euy
fear,murinding euy smoga msh panggih jeung ramadhan taun hareup
