Emotion,Text
anger,naon aisia goblog gelo sing bener atuh bagong teh eeuh anying kehed siamah ku aing rek diduruk eta heuncet maneh belegug jd jelema teh koplok
joy,nuhun ieu replyana abdi gumujeng
fear,jir sieun urang check up rutin ka rs bulan ieu geus loba nu positif urang pesimis jeung rs na soal na modar gegara corona tapi modar gegara jantung kambuh
fear,kakarak deui ngarasa sieun ngadenge cai hujan jeung angin jeung geledek nepika lilir kiyeu 
joy,kuat nyeuri kulit beuteung babarakatakan mana di tempat gawe keneh aing
sadness,dugi ka danget ayeuna kameumeut angger montel dina rasa akang walakaya nyingkahannana
fear,asa melang asa nineung asa puguh karasana kabeulit kunu ngajirim seseblakan ngarasakeun kareuwas
sadness,ya allah sukma rasa jisim abdi pang tenangkeun deui ieu hate sing di tebihkeun ti para istri nusok pura pura bogoh padahalmah ngan karunya hungkul ieu hate asa rajet teu aya hargaan deui ya allah
joy,bungah kacida ngeclak cipanon indung reugreug kacipta ngaheulas wujud nu jadi bapa geulis kasep sing saroleh sing jarujur ulah takabur 
fear,asa takut kieu euy beli buah import pdhal secara penampakan mah yg paling menggiurkan
anger,kumaha kabarna ufo lia eden di monas aya can mun aya buru pindahkeun kana babangus si lia eden na musingkeun
joy,ieu anu ngaran katresna teh hat ngalayang bungah kacida unggal ningali ci amang di kebon binatang teu weleh inget wae ka salira
fear,sarieun ninggali istri unjanganjing eh
joy,nganjuk roko di bonusan koleq sampeu samangkok nuhun gusti
joy,reugreug ah ari tos ngalewatan hari salasa teh asa meni reeus iye hate gustiiii
sadness,teu tega ningali wrga palestina 
anger,baledogan endog sulanjana na teu boga pipikiran pisan manajemen teh ai opa gomez mah puguh lolong ka pamaen lokal nu garoblog asisten na kepret ku aing
anger,punten nya rada di jagi eta babangus teh bisi ka centang ku aing
anger,sumpah eta bagong meuni pabelah gunung kunaon anying goblog pinggiran bogor apa kumaha
fear,tos di bumi meuni asa hariwang uwih we atuh
anger,bismillah gua tu heran yang fakboi temen yang di katain gua si bangsad goblog mun teu terima sok atuh ribut jeung aing tolol astagfirullah istifar 
joy,hahahaha hahahaha hahahaha duh ari ngadarongeng teh ni heboh kieu yeuh matak nyakakak sorangan untung di sebut ebel yeuh
fear,heuh ngadegdeg pas nu di tangkal cau serem oge ey tadi
anger,di imah ngajedogggg goblog ni hese dibejaan na ai sia bebel batur ge sarua anying hayang ulin mah da urang ge sarua hayang ulin mung gelo mereun nu ulin wae sakitu geus dipapatahan ku kolot ku medis ku pamarentah eta hulu atawa coet ni teuas kitu bagong
anger,ti priok ngantosan kang jadi teu eta teh si koplok teh boa ngahuntu
anger,di ajar sombong ayenamah teu paduli bagong tea lah batur ge kitu ka aing
sadness,iyah pasrah we abi ka dae mah sok tara tiasa kkumaha 
sadness,ku tirisna tos teu walakaya mugia teu sareng banjirna ka dulur di lembur ka baraya di kota
fear,sereum pisan atuh siliwangi mah kajeun ngalewat jalak jam sakieu keur itu pati keeung siliwangi mah eduns
sadness,duh gusti cai soca teu tiasa ditahan nalika suling gugupai kana manah nyeredet kana hate uih ka pilemburan malikeun waktos janten budak deui guyang di balong ngurek belut di sawah teterengkelan kana tangkal tatangga gusti waas ku sulingna
joy,regreg aya ijin ti sepuh mah ngemplong nuhun gusti
sadness,ihh ni saredih ningali kidz zaman now di tribun kalakuan na teh geus aneh2 edukasi tingkat dewa ieu mah karunya
sadness,sedih kisah wafatnya nabi muhammad saw
anger,awewena ni rudet anj1ng kehel da lebay pisan padahal milarian di pasar da loba atuh ai sia hayang digaplok
joy,nuhun ieu ngeunah seuri bangsat
fear,njay bersin oge asa asa sieun jadi odp aman keneh hitut euy
sadness,nonton impian di trans tv subhanallah cai soca ka tahan
joy,teuing mun ceuk urang mah meunang chat ti kabogoh nu eusina loba emot na sok atoh we alay sih tapi paduli teuing 
sadness,ka batur tanyakeun ai ngartos mah ulah dipikiran ku sorangan bisi gelo rada watir urang mah
sadness,sing nyaah ka kolot teh atuh da biaya sakola teh awis sanajan aya program sakola haratis ai pek budak na kalah asup bui rehab deudeuh
joy,aya anu nganteran kupat isuk isuk tahu ari ka jalmi soleh tur kasep mah timana weh rizki mah nuhun gusti
fear,aink ge sieun ieuh bulu kuduk narangtung ieuh
anger,muslam muslim muslam muslim gandeng sia amin rais kehed kepret geura ku aing 
joy,atoh aa jadi juara dunia teh abdi mah atoh kuatka bangga ka aa
sadness,deudeuh teuing jang ni eleh ku uwa uwa mah 4 jam ge sanggem knh 
sadness,era aing ayeuna lalajo perjuangan pejuang baheula ari aing ngeluh wae asa ka teunggeul beungeut
fear,asup angin kieu mh sieun bawaana ge ti mikirna ka corona kieu ajg tadi
joy,balik ti stadion obor light dinner jeung kabogoh nuhun gusti malam minggu
sadness,tah tingal dimana2 dampak covid 19 ulah waka ngoceak mun teu boga duit 
sadness,teuing har aing mah sedih ka maneh duaan awalna tapi teu nanaon sugan jodoh maneh engke leuwih baik tetap semangat nya ngan plis aing teh galike pisan pas si alika ngabaran ngan saukur ngomong aing hamil plis eta nyeredet pisan 
sadness,watir urang mah meni eweh nu ngawaro
anger,naon aisia goblog gelo sing bener atuh bagong teh eeuh anying kehed siamah ku aing rek diduruk eta heuncet maneh belegug jd jelema teh koplok
sadness,saredih kieu ningali si ariel ihh yah riel
fear,mah sarieun pisan rek nakal teh cararaket nu ghoibna ayeuna
sadness,baheula sedih anjir hyg nu kieu neupi ceurik uo teu dipangmeulikeun keneh wae ku s momsky
anger,goblok anying boga tangkurak pisan
joy,luar biasa banget nuhun ka gusti allah untung anak muda cileuksa nungguin di pasir madan
anger,biasana nu hese bebel daek cicing teh rata lalaki siga nu kuat wae eta imun lamun di imah geus geuring weh minta tulungan na ka awewe cing athu para lalaki ngajedok di imah ulah bikin ripuh
fear,anjir mun keneh kieu mah dek ka jakselna ge sieun
sadness,abi hungkul nu ngarasa karunya meuni polos pak
anger,jaga babangus kade bisi ka batur 
anger,di imah tah ya coba mikir yg masi bisa bisanya nongki otak sia dimarana anjg teu ngarti pisan cik tingali ku saria tong ngarasa masi muda sehat padahal mah kan gatau maneh matak ripuhh kehed ges saria cicing kehed teh tos kena imbas weh ka nu kolot ibu bapa kakek nenek matak ripuhh kehed ges saria cicing di imah kehed
fear,alah siah gusti nu agung abdi kudu kumaha meni sararieun kieu gustiii yaallohh
fear,muringkak sagala bulu mun wengi ngadenge lagu lengser anjislah
fear,keueung sih lamun bener komo lamun ka garut na pake umum ayena kan te terang pas naek kendaraan umum nyebar deui kanu sanes dinu sanes ka sebar deui hih te malikir jelema teh barelegug
sadness,gusti sim kuring teu gaduh kawasa nanaon anu dipikahoyong ku gusti kuring teu tiasa ngahindar gusti kuring sumerah ka anjeun 
joy,ehh iyeu mah ngeunah seuri na tapi sagala ngeunah seuri sih mun si cepot ges ngabodor mah
fear,mlm2 nglewat rumah korban ibu dan anak yg di bunuh kasian lg ngandung di bunuh serem ningali imahna
joy,ngabuburit yg sederhana adalah mendengein kang ibing seuseurian sorangan hate bungah angeun kacang mengantosin
joy,alhamdulillah sabenerna diluar dugaan edukasi tentang wabah covid 19 ternyata geus nepi ka pelosok matak teu aneh di masyarakat urang loba nu geus kabangun kasadaran na di imah nerapkeun pola hirup jeung mariilih cicing jadi lain pedah kasieunan sih
anger,ari jadi jelma ulah sok balaga bisi teu boga baraya
anger,tah ya coba mikir yg masi bisa bisanya nongki otak sia dimarana anjg teu di imah ngarti pisan cik tingali ku saria tong ngarasa masi muda sehat padahal mah kan gatau maneh matak ripuhh kehed ges saria cicing kehed teh tos kena imbas weh ka nu kolot ibu bapa kakek nenek matak ripuhh kehed ges saria cicing di imah kehed
joy,hirup teh asa bagja heh saha aing
joy,dulu mah nya nepi ka bosen aih ningali justin di tv teh eh mah bungah pisan mun ningali ayeuna
joy,balik ngebut da hayang ngompol keneh eweh cai pisan manya kudu ngalaman make akua ath wow makasih mantan kamu terbaik membuat aku babarakatakan di jalan karna kalakuan umak di jalak
sadness,saredih kieu ninggali vidio kabeh lancek dihuapan kue ku indung
anger,tong melak cangkeng wae maneh teh sopan
joy,sayur asem sambal terasi ikan asin nikmat pisan gusti
joy,bagja boga bbtran kos maraneh ti awal cilaka npika ayena maraneh sok aya datang silih berganti teing kudu kumaha balas budi ka maraneh lads
anger,sia ai goblok eweh obat na
joy,wa anang malem ini asa sumbringah gitu ya mau kawin besok kali ya hehe
joy,asli aku seuseurian liat itu aku ge rek miluan challenge eta meh org yg anti makin keseel
joy,alhamdulillah meuni nikmat kieu sorabi si emih purbaratu recommended sorabi ngeunah na saalam dunya y
anger,di baso bujangan kumah pernahnya naik angkot dari cihampelas trs turun kan 2rb aja ya manalagi aku pake seragam mah osok murah tpi akuteh ngasih 5rb da lagi bageur eh si mamang na kalah ngomong belegug budak teh kalah mere loba anjing euy geus dibere teh
joy,alhamdulillah nuhun gusti boga baturan soleh
fear,aya naon ieu meni sarieun kieu punten naros
joy,ku ningal foto na wae oge ntos bingah komolamun ningal langsung bingah na nteu katalungan meren
fear,aku kalo inget tahun 2018 suka muringkak
sadness,ikhlas tapi masih teu wasa ningal fotona wilujeng kantun bageur mugia sing ditempatkeun dina tempat anu
sadness,teuing har aing mah sedih ka maneh duaan awalna tapi teu nanaon sugan jodoh maneh leuwih baik tetap semangat nya ngan plis aing teh galike pisan pas si alika ngabaran ngan saukur ngomong aing hamil plis eta nyeredet pisan engke
fear,cuacana kieu tibaheula ge da pasti flu batuk hareeng ngan kusabab keur usum si corola jadi weh asa hariwang 
fear,merapat euy aing ngadegdeg sieun aya nu wawuh jeng teu mawa helm deuih 
sadness,deudeuh jang sing seueur nu meser na nya jang di dua keun sing ka capai cita2 na amin
joy,ahiig hoboog ningali avana si mamang sengklekkk nyakakak lah sengklek teh wkwkwkwk
sadness,sedih banget ya alloh karunya teuing teu aya nu jajan sing selalu mang lancar terus rezekina amin
anger,nggeus atuh goblog parasea we hayoh plagiat ieu plagiat itu euweuh gawe hirupna teu kaop sarua setik disebut nurutan bubudakeun belegug siah
sadness,nyurucud cipanon macana euy teu bisa nyalahkeun sasaha urang mah 
fear,sieun nempo persib sieun eleh
joy,alhamdulillah sabenerna diluar dugaan edukasi tentang wabah covid 19 ternyata nepi ka pelosok matak teu aneh di masyarakat urang loba nu kabangun kasadaran na di imah nerapkeun pola hirup sehat jeung mariilih cicing jadi lain pedah kasieunan sih
fear,jol hudang trus ngadegdeg sieun
joy,tembus lagi bosquuuu mood keur sae percintaan keur on the top nuhun gusti
joy,indah itu ketika hudang sare anu dipikahayang geus didepan mata tinggal melesat nuhun gusti
sadness,mun ker peting hiji komando mah moal kieu jadina asa nyeredet kanu manah euy mun inget kanu kajadian nu peuting
sadness,emmh kuatka nyeredet kanu manah wa peureus ngahujjah awak hilang semangat
fear,aslina mah serem urang ningali bingkai berita ya alloh tong kiamat atuh urang ge can kawin yeuh kumaha budak cucu urang engke
sadness,ku bakat sabar wae nepika cai soca teu katahan sing kuat namina ngumbara sopi sing kuat jauh ti kolot sorangan can karasa k mnehna antepp eweh nu ngarti hji2 acan geu nu penting mah gawe apanan
fear,apa kabar ciamis sedi aku tu cape kudu ameng na wae bumi caket alun2 ge jam 10 asa keueung tiiseun ka tasik
sadness,ikhlas tapi teu wasa dina tempat ningal fotona wilujeng kantun bageur mugia sing ditempatkeun anu sakuduna
anger,jelema anu musingkeun nyaeta jelema nu hituna di cangeum terus di biuskeun kana babangus aku terkutuk sia goblok 
anger,apa atuh ini teh kekinians tapi keblinger cik atuh lah nga adminan akun official persib teh rada baleg saeutik mah jangan kayak gini caranya jangan malu2in ya punteun ini mah
sadness,allahuakbar kecelakaan depan mata deudeuh neng pke motor kesenggol mobil depan hotel bananainn setiabudi
anger,sekarang dah puasa full di rumah tapi sedih anying da gara2 si corona romadon teh sepi we ah kieu romadon di imah kahayang aing mah siateh corona goblog
joy,alhamdulillah baca status na tambih da seuri wae ngabarakatak hahaahah
sadness,naha nya min urang mh sok disiasiakn ku lalaki padahal urang mh nges bener bener kurang kumha urang mh min diselingkuhan diharepen ge masih
anger,zaman pedah naeun keuhel ka aing ari aing nyusahkeun naon ka sia bisa2na maen magic t bro k aing mah moal mempan nu kitu mah
sadness,asli kaduhung nepi teu bisa sare saminggu mah jaba anu perform aralus ah kacida
joy,loba keneh gening bobotoh nu bagja ningali persib meunang najan maem butut pisan
fear,aduh ajjg degdegan kieu sieun korona
joy,lain nyerengeh deui pada seuri ngabarakatak komo si mang oleh jeung mang boby mah
fear,si aji poe ayena sensi wae bagoy jadi sieun ngadenge si aji ngambek mah
fear,ngalewat sasak di balikeun deui motor teh ka luhur da panasaran baturan ge sarua ningali lain urang hungkul ari pek eweuh nya ngabret atuh teu mikiran sieun tigebrus bakat ku sieun padahal eta lumayan notog jaba paroek jalan monteng mah
joy,bagja boga kolot kawas pun biang bu anis sareung pun rama pa asep
joy,alhamdulillah meuni nikmat makan kur jeng sayur ge 
anger,bieu si abu janda teh ngaku na org bdg nya sumpah ajig asa ninggali si eta di parpatan jamika porengesna sarua make mobil taft hejo tai kuda hayang nyiduhan tapi sieun lain si eta
anger,plis atulah corona geura musnah sia teh anjing aing rek bimbingan kehed dasar virus ih
anger,otak nu nu digawe di bang belegug bisa nangkep caritaan jokowi jadi jawabna kaharti
sadness,saredih ningali brudak sarena mararengkel abong ungal poe diparab eumih keu eum 
fear,dr kemaren ngored rumput liar sekitar pondok sieun positif
sadness,mana eta indungna keur mah ditaranjangan ditalian geus atuh anying karunya anak batur meuni pereum benta kitu eta
sadness,tiba tiba kepikiran aponi sedih cirambayan ajaa
anger,tong so biyutiful lah jadi jelama mah teu nyadar kitu beunget sia kos spiteng ih tidak menyadari eyapp sia mah tah raray
joy,allahu akbar ini tangisan kebahagiaan hatur nuhun gusti hatur nuhun persib hatur nuhun bobotoh
joy,nempo kieu hungkul ge ngeunah seuri membuktikan sebuah kebodohan mereka
fear,nya eta parah pisanpernah basa eta didinya untung katahan keneh jaba ker tarik jeng sanes eta wae pokona jalan soreang arah ciwidey atau sabalikna banyak lubang pisan palaur seer korban soalna
joy,hapal 1 juz juga alhamdulillah pan bapana mah boro2
joy,hayang wae seri kuat nyeuri kulit beuteng ka mang adeung sing di panjangkeun umur na nya aminnnnn is tong kitu
anger,nareangan pinafsueun isuk keneh ge aranjing teh
anger,manajemen masih cicing wae teu berusaha neangan pelatih anu berkualitas fix sia manajemen goblog 
sadness,meni asa saredih kieu di masjid puasa rek nggeusan sabulan ya alloh lah tambahan mun tiasa mah puasana bakal sono ngariung bada maghrib jeung genk sakuntala ditempat gawe bakal sono raeng na sora toa kunu tadarus bakal sono lelenggutan lamun keur sahur
fear,pa nasib orang pasar kumaha sy icalan di pasar induk caringin bandung tos seueur nu panik sakedik oge nu nyebar hoax pasar bade ditutup sementara paruguh kieu bade icalan sieun ku covid 19 icalan asa piraku kitu pa
fear,tos pisan ieu cibiru wengi teh jauh palaur seeur nu teu leres
fear,alahsiah jadi gak ya ke sapar asa sieun bisi motorku melenyap oge soalny baru dimandiin
sadness,yaallah meni sedih
anger,aing etamah min nyindir caritana baku hantam nyok
joy,sangu haneut goreng asin bejek tahu cekap pisan nuhun gusti nikmat na katampi 
anger,henteu anjing mahal pisan goblog na teh aing padahal antrian hiji disorobot ka nu nembak tungtung na jadi nomor 73 bayangkeun ku sia perhari sabaraha tah ti nu nembak
sadness,raheut manah ku cariosan rujad awak ku di teunggeulan kade karma mah sok berlaku dak 
joy,meuni bungah kieu euy meunang di ngalam nuhun bahh nuhun bauman
fear,pisan sin bakat ku sieun urang lumpat es ka tukang
sadness,asa teu wasa ninggal pa ketu aya dinu lindungan allah sehat walafiat paketu alfatihah
joy,chica bkin ngeunah seuri ngeunah sare inimah 
joy,bisa ninggali maneh na seuseurian deui jeung hirup na terbuka sifat asli na tos seneng
joy,abah guus endink bungah ningali rekor can eleh di bpl tapi langkung bingah deui anjeunna tiasa maenkeun pemaen ngora
fear,sok sarieun abdi mah ningal tingkah awewe kota mah 
joy,anjis gol bikin aing senang leuwih senang tibatan ningali si mantan dipegat lising tadi
sadness,kadang mah ngerasa teu kuat gusti pasrah we lah kumaha ge aya nu ngatur mugia tiasa iklas we ayeuna mah
sadness,dina amparan sajadah abdi sumerah pasrah
fear,tadi subuh saya lewat jalan tol meuni keeung anu dari cileunyi mata kucing lampu eweuh
joy,atuh nya pantes we si krt ge ngagakgak liatnya bari jeung teu ngarti ge komo aing ieu astaghfirullah kuat rujid perut akoh
anger,selama bisa ku omongan mah di omongan keneh mun teu bisa ku aing buburak basecamp na tingali weh
sadness,nuju raheut iye manah 
anger,ges lah aranjing kalaluar imah bangsat lah meh gancang lengit si kontol korona
fear,isukan arek daremo nya sarieun euy isukan bade kaluar sing aya nu ngajieun jalanan maceut jadina weuh sarangeuk tp na da kumaha nya mun gawe mah teu bisa deui di tinggalkeun
sadness,asa cerik batin abdi mh ya allah semoga si ema sllu sehat di murahkan rejekinya amiin
sadness,heeh sararedih ih ge sepi mereun da ga teraweh ga boleh bukber bulan puasa
sadness,ya allah batin mah ngoceak nanging teu walakaya 
fear,sieun kumaha sorangan te didieuk diem
sadness,terhimpit dina ruang sempit antara cicing dina kaayaan hate ngajerit atawa indit nyaah anu hese leungit dina rasa
sadness,di bagi ngajerit hate ngadangu beas garem bbm makin naek jeng kouta makin mahal ges mahal bagi dei ripuh ripuh
fear,najan duit di berean wae ge tapi mun barang beli teu ijin hela ka salaki teh teu wani urang mah
sadness,ngoceak ningali raga nu papisah jeng nyawa 
anger,teuing anying tara ngambuan weuh gadag
fear,pemain ari lolobana rongsok mah hariwang ningal materi tim batur malangprang kitu
fear,ayeuna waraas jeung keueung bulan puasa kudu sagala munfarid
anger,sia nu saha anjing maen hack twiter batur sia nu gablag beunget sia tunjukeun lamun beunget sia alus beraninya maen hack 
fear,yatuhan hoyong bobo tapi sieun mimpi mam naskun 
joy,bagja akang mah ningali nu boga adi nurut teh eim
fear,ayeuna mah sarieun pisan rek nakal teh tos cararaket nu ghoibna
sadness,di imah sarap sia goblog lain nga jedog malah nararongki rujit aing nempona ge di bejaan alus malah nya kumaha aing atuh neng hirup hirup aing enyaa a hidup sia tapi mun sia maot gara gara korona ge kabeh ripuh kehed meuni ngarti ngarti sedih aing
sadness,ngawadul jeung adi ngabahas man hanna nu rek lulus smp r k lanjut kamana jeung hayang ka hareupna kumaha ningali r spon man hna kuat wasa sabab manehna geus gede deui wa jeung urang can jadi conto anu bener bieu
sadness,sakur tiasa ngeclakeun cai soca tiasa nanaon deui pasrah weh kanu diluhur
fear,teu sempet foto sieun langsunh uih wae ya ampun teu puguh balanja ge asa karek masuk jiga nu uang kaget langsung kaluar ngeri ath
fear,asa hariwang hirup ayeuna mah kang kitu salah kieu salah ceunah negara demokrasi tapi saeutikpun euweuh cirina 
sadness,ah ajig hayang leweh bisa indit ka drums day aaaah hayang ceurik
sadness,sakur tiasa ngahelas deudeuh teuing jang sing sabar nya kasep 
sadness,karunya sebenernya tanggungan keluarga teh gede pisan kaperluanana daek daek kudu nyangu kade mang hati2 jaga jarak sm pembeli na jg sing laris
sadness,sabenerna masarakat kudu bisa nyokot pelajaran ku aya bencana alam samodel longsor jeung banjir teh naha bumi urang meuni tega kitu nganiaya ka manusa lamun diregepan ku urang bongan kalakuan manusa sorangan anu tiheula nganiaya alam
anger,ampun sia meni teu bisa di keheula keheula aing ka imah teh lain rek ngababu ataupun rek holiday tai teh aing aya tugas isuk isuk dititahan di keheula keheula gandeng pisan sungut teh rawing anying
anger,bagong kunaon kudu aya tiktok sih geus pusing anjing ngadengekeun alo nyetel musik tiktok goblog teu ngeunah ngajedog bangsat
sadness,subhanalloh nya asa saredih ningali foto2 dulu barageur keneh 
sadness,boboraah ngawas pamajikan batur pmajikan sorangan ge tt k talingakeun 
anger,yeeeh nya budak teh teu beunang pisan dibejaan heup heula geura uulinan na peperiheun kalah gering sateh nu balangsak teh lain sia hungkul bebel engke nepaan batur engke nyusahkeun sarerea kehed teh
anger,wasit anjing edan bagong goblog jurig budeg modar setan 
joy,sok atoh mun status di like ku nu gareulis hahaha padahal mah da teu ngaruh naon ngelike hungkul mah
joy,raresep ninggalan foto nu pariknik barungah baragja maraneh edan nuh
anger,biasana nu hese bebel teu daek cicing teh rata lalaki siga nu kuat wae eta imun lamun geus geuring weh minta tulungan na ka awewe cing athu para lalaki ngajedok di imah ulah bikin ripuh di imah
anger,waduh eta ngahina pisan si koplok teh bagong tapi hati2 euy jigana ngahaja rek provokasi adu domba eta mah mun bisa mah adukeun jeung domba garut tah jelema teh
joy,alhamdulillah sehat baca status na tambih sehat da seuri wae ngabarakatak hahaahah
sadness,raga pajauh ragrag kecap silih asuh hayang wawuh batin ngoceak aya rasa sono nu nga dodoho tapi kahalang ego nu akhirna perang jeung kamunafikan
fear,abi ge kapikiran kieu mun mudik kamari2 teh tapi malah sieun dijalan na keh kalah kena
sadness,sakapeung cumarita ka mantena ge bisa ngalengitkeun kapusing ttp we ngabagel na hate piambekeun piceurikeun hanjelu malah sakapeung mah sok ngarasa putus asa
anger,kumaha kabarna ufo lia eden geus aya di monas can mun geus aya buru pindahkeun kana babangus si lia eden na musingkeun 
fear,ka zona merah nyak matak sieun gung dateng sieun da rek naon
joy,enyaaa bagja ningali baturan nikah tapi sedih teu bisa nyaksian
sadness,atuh corona nya saredih puasa teh di iringan corona
sadness,leutik sedih pak ningali rakyat palestina di tembakan dina hate
sadness,muhun asa teu tega ningal na
joy,sampurasun nuhun gusti ngagugahkeun abdi sadayana dugikeun tiasa keneh netepkeun diri nyembah ka anjeun mugia kersa maparin kahirupan anu pinuh ku ginanjar kawilujengan dina sesa umur abdi sadayana aamiin rampees
joy,uing ie nyimak babarakatakan
fear,muriang embung ka dokter da sieun d sangka covid nini maot teu bisa ngalayad da lockdown inalillahi dunia jadi kieu
sadness,dina tempat ikhlas tapi masih teu wasa ningal fotona wilujeng kantun bageur mugia sing ditempatkeun anu
anger,tah ya coba mikir yg masi bisa bisanya nongki otak sia dimarana anjg teu ngarti pisan cik tingali goblog ku saria tong ngarasa masi muda sehat padahal mah kan gatau maneh matak ripuhh kehed ges saria cicing di imah kehed teh kena imbas weh ka nu kolot ibu bapa kakek nenek matak ripuhh kehed ges saria cicing di imah kehed
fear,sarieun kieu euy piknik ka bdg ningal kos kieu th
anger,teu paham pemikiran na sa bajingan aing sa begundal aing sa bangor na aing teu nepi boga pemikiran kieu bangsat teu sieun ka malaikat meuren sia teh aduh anjing ih bangsat babi binatang
anger,anjir bgt mnh bighit hayang digaplok ku urg naha te mere nyaho tiheula pan aing jantungan dek sare teh mnh mah eweuh gawe anjir
sadness,bari jeung teu ngarti naha teu puguh2 cimata ngeclak kana pipi inget indung bapa nu tos beda alam ya allah gusti mugia ditempatkeun disorga
joy,dan selebrasi pun jadi seuri nyakakak lain pedah goal tapi pedah uusekan hese kaluar sukuna 
fear,nya eta parah pisanpernah basa eta didinya untung katahan keneh jaba ker tarik jeng sanes eta wae pokona jalan soreang arah ciwidey atau sabalikna banyak lubang pisan palaur tos seer korban soalna
joy,bagja urg ninggali babaturan sukses 
fear,iih serem bngt ceritanya ngad r gd g
anger,indihome teh kunaon anying padahal anyar mayar goblog teh tapi lemot ih tai
sadness,raga pajauh ragrag kecap silih asuh teu hayang wawuh batin ngoceak aya rasa sono nu nga dodoho tapi kahalang ego nu akhirna perang jeung kamunafikan
joy,waduuuuuhh awak asa coplok hate bungah kacida 
joy,dan ga sia2 nunggu risma dateng dri blitar dibawain cilok bandung meuni bungah pisaaan
anger,sok tah geura barorong jeruk na naekeun harga na sakalian arulah we batur hayang sehat teh sia mah dasar calo 
joy,nuhun gusti atas rizki mu meski pengangguran aku masih bisa piknik sorangan wae ge da nimbel sa rantang
sadness,cumarita ka mantena ge teu bisa ngalengitkeun kapusing ttp we ngabagel na hate piambekeun piceurikeun hanjelu malah mah sok ngarasa putus asa
fear,uyuhan nya anjing si klif sangra kita aja sebagai penonton sieun neuleu susana komo salakina
sadness,satuju ieu ojol mah bs d tingali msh bisa canda tawa bari nalongkrong d warung kopi d sisi jalan leuwih sedih ningali tulang becak nu hulang huleng bari nundutan diuk na becak na mun boga duit leuwih mah hyg mere tp da kumaha abi ge ripuh pak
joy,hebat si jenong di aussie aya bari ajrut tan huhujanan meuni bungah heheuy dedeuh
anger,matakna jd perempuan jgn bodoh atu naon ngadatangan si botak beuuuhhh anti galau mah sholat sing kereup dodol
anger,maneh ngomong sabaraha ratus oge aing mah paduli heeh paduli bagong
sadness,urang ges baheula kaleungitan dika nu nu resep ka agama sok cicing di musholah ngeclak ci panon kana sajadah
joy,tos cekap bagja boga boga baturan siga maraneh ge teu menta nu lewih sahabat mh lewih ti sagala2na
fear,duh sarieun ninggal na ge nyaketken diri ka gusti ari gunung bitu teh
sadness,sok sedih nyurucud cai panon ningali awewe anu jadi ibu ibu digarawe bari dinu beus teh sarare deui nunutan geus ningalkeun budak nu kudu na di urus di mandian di huapan isuk keneh
anger,punya temen kok ga ad akhlak na sholat subuh bangsat malah nge bokep sia teh gelo pisan 
anger,dititah ngajedog di imah hese anying
anger,bolokocodot samah hirup teh geus aya nu setia di nyenyeri apal karma dagoan weh babales mah leuwih peurih
fear,rada ngeri oge ngadenge lengser wengi
fear,aduh ngaderegdeg gini euy sieun
sadness,hate nu geus paheut dijieun raheut omongan peureus nyieun leuleus geus kuat nahan kanyeri geus waktuna sadar diri
fear,pengen d test tapi sieun positif
joy,nuhun pisan abdi tos tiasa seuri nyakakak mugi jadi pahala 
anger,kadieu ku aing anying meni bleber congorna bgst
joy,ereun nyakakak nyakikik dugi ka nolol panon sok jadi hayang ngajenggut pipi nyiwit buuk wkwkw
anger,tolol anj goblog pisan aing percaya aja deuih bngst kesel aing 
anger,pedah naeun keuhel ka aing ari aing geus zaman nyusahkeun naon ka sia bisa2na maen magic t bro k aing mah mempan nu kitu mah
joy,ketemu beneran dong ama mantan walikota bandung dan sekarang jadi gubernur jabar kang ridwan kamil hatur nuhun atas waktunya semoga berkesan liburannya timur pulau jawa di ujung
sadness,karunyaeun ningali rarayna pikasediheun merenan jdi di bebaskeun
anger,ngomong naon ieu anying sok intelek pisan 
sadness,sedih pisan 2x45 full nangtung timur pang luhurna pdhal meli tiket sarua siga batur tp menang korsi pasedek sedek oge di tribun
fear,sarieun kieu akhir taun teh loba nu ngagerung
joy,ajig ieu twitwar na ngeunah seuri kieu wkwkwk
fear,serem kieu njirr meh naon sateh maen gebugan wae di gebugan
sadness,ning kie nya sing di kiatken manah abdi alloh masihan jalan kango diri anu kr ngoceak ngomean kaperih
sadness,bari ngusapan tonggong si mamski teh teuing kunaon rarasaan teh nyaman pisan ai diusapan ku si mamski teh nu asalna biasa wae jadi sok saredih aing ka kamar loba pisan kenangan di kamar eta foto foto alika puisi puisi aing keur alika teu kuat aing ceurik deui di kamar
joy,berkah dari corona udara kotor jadi kurang alhamdulillah menghirup udara sehat lihat si adit alus si eta dina transport jadi ka lingkungan emang berkesinambungan edannnn urang senang juga sebagai pesepeda abal abal yang mencari konten sg eh banyak yang ngikut sukakkkk
fear,ngadangukeun ardan meuni pagojod antara sieun jeng embung ngadangukeun tp volume radio geus terlanjur tarik sieun anjir 
sadness,ripuh sakabehna teu awak teu pikiran teu hate teu aya nu beres da nyeri hayang uwih hungkul nu d jabar cicing diditu ka imah
joy,masyallah bungah na uing ningali nu kie
fear,geus ngalewat sasak di balikeun deui motor teh ka luhur da panasaran baturan ge sarua ningali lain urang hungkul ari pek geus eweuh nya ngabret atuh mikiran sieun tigebrus bakat ku sieun padahal eta lumayan notog jaba paroek jalan monteng mah
