1	Sasatoan di Kebun Raya		
1	Barudak tuluy sarakola deui lamun atos lebet ka sasih Juli		
1	Ami mun dahar biasana tara make sendok		
1	Salian seungit, séréh matak haneut kana kadaharan		
1	Tong nyaroo seuneu, bisi kaduruk!		
1	nepangkeun sim abdi ti Bandung		
0	Abdi ulin di sawah keur ninggali simeut jeung tutut		
1	Mamah nganggo sinjang basa nuju mangku rai abi nu kakara orok		
1	gamparan kagungan dua soca		
1	Bakat ku poho neundeun kaca soca geura Bapa meuli deui ka toko optik		
0	Fungsi utama suku téh nyaéta pikeun leumpang		
0	Bapa mawa susu ti kandang sapi di harepeun imah		
0	Di gunung loba tangkal suwagi		
0	Si bapa méré domba ka dua budakna hiji séwang		
0	Tabé unjuk Tuan Romenda pék mundur		
0	talapak sukuna katempo beresih kacida		
1	Domba téh meni panjang tandukna!		
1	Taneuh ieu cocok pikeun kahirupan tutuwuhan		
1	Lamun Ani teu ngawaro sanajan geus digeroan tarik, toél weh éta taraju		
1	Alus Ani mah boga teku téh nu matak manéhna jadi model awakna alus tepi ka sampéan		
1	teundeun bajuna		
1	Ani teu tiasa sumping ka bumi Budi		
0	tilas rorompok abdi		
1	bawa timba téh		
1	di sakola aya acara paturay tineung		
1	Tiungna masih kénéh baseuh		
0	Ninggali tonggong ti tukang geus bongkok ku sabab geus kolot!		
0	tuang ibu kamana?		
0	tuang ibu damel dimana?		
0	tuang rama kamana?		
0	Munggaran Digelar Pemkab Bandung BEDAS Festival Durian, ku tujuh ratus rebu Ngadahar Kadu Sawaregna		
0	Imahna tukangeun rumah sakit		
1	Jarum kaput miboga liang dina tungtung anu mintulna		
1	Pan ayeuna gé koréksi téh lain mondokan malah manjangan		
1	Jadi bongkotna basa téh aya dina pakumbuhan; bijil ngedalkeun kahayang atanapi kanyaho		
1	Tétéh kuring geulis pisan		
1	Ucing maneh loba pisan		
1	Kuring nempo dua uncal		
0	ceuk béja mah, si Dana téh aslina urang Brebes		
1	Mun masak ulah loba teuing uyah, pangsét!		
1	Uyut kuring boga domba		
1	Lamun kolot nanya urang kudu waler lantaran kudu sopan		
0	Lantaran teu kuat nyeri waos, kuring indit ka rumah sakit		
0	warsih sabaraha?		
0	tong kaluar wengi		
0	imah riko keur genti wuwung anyar		
0	Aya élang dina tangkal		
0	Kocapna sang Prabu deui, geus kagungan dua putra.		
1	Geus dua likur puasa téh		
1	Peunteun ulangan budak eta enol		
1	Dandim genep ratus Majalengka Ngaluuhan Majelis Shalawat Kubro di Ponpes Asasul Huda		
1	Unjuk hatur saréh aya hiji maung ngahakan kuda jeung munding, kagét sang Bupati nyaur kumpulkeun sakabéh abdi nabeuh tanggara ku kemplong.		
1	katampi ku asta kalih		
1	sadaya panyarta katuran dhahar		
0	Bako dijual saketi		
1	Ujang meuli langlayangan sakodi		
1	cumeluk ka sakumna jemaah haji sangkan ngajaga kasehatan		
1	salaksa bako		
0	Sapi téh dijual salawé		
0	geus nincak salikur puasa téh		
0	beubeunangan lauk saraju		
0	sawidak carita pondok		
0	Geus tilu likur puasa téh		
0	Dititah lumpat dua puiran waé gé geus nyapékeun, angot lamun sapuluh puiran, geus kapidara meureun.		
1	ulah kitu atuh		
1	Cuang eusian heula émbérna maké cai.		
1	Ké burit, cuang indit ka konsérna Armin van Buuren.		
1	Tibatan cicing di dieu baé mah, mendingan hayu cuang arulin ka Pangandaran.		
1	Jih, kunaeun ai sia téh?, meuni sok gegeblohan jiga kitu.		
1	Kalagian pisan sia wayah kieu geus mulang.		
0	Saurang waé gé geus ripuh, komo lamun opatan, beuki lieur kana hulu.		
1	Geus sababaraha kali éta jelema ngadéoh, mantak uing mah geus cangcaya.		
1	Ulah sok huhujanan baé, bisi mantak gering.		
1	Mesing euweuh jelemana gén, teu sopan ari sangeunahna asup ka imah batur mah.		
0	Uing ék datang mesingkeun hujan génan.		
0	Carék Sang Mangukuhan, "Nam adiing kalih, urang ngaboro leumpang ka tegal."		
0	nyaeta buyur wati		
0	Hideung sotéh pédah sok kapanasan.		
0	Aing mah aslina embung kaluar imah, kaluar sotén pédah aya tukang dagang wéh.		
0	Nganti-nganti manéhna cunduk mah émang lila kacida, sumawona lamun manéhna keur loba pagawéan.		
1	Dipiwarang lumpat dua puteran waé gé parantos palay, sumawonten upami sapuluh puteran, parantos kapiuhan panginten.		
1	Pan ayeuna gé koréksi téh lain mondokan malah manjangan.		
1	Jadi bongkotna basa téh aya dina pakumbuhan; bijil ngedalkeun kahayang atanapi kanyaho.		
1	Dina lomari anu di tukangeun imah aya opat baju.		
1	Tadi basa ka pasar eujeung si Uwén.		
1	balik ka imah		
0	ku saha dicokot		
1	Aya dana bantuan anu cenah dialokasikeunana pikeun pangwangunan widang transportasi.		
1	Jalur karéta Banjar-Cijulang geus ditutup ti sabet taun 1982.		
1	abi sono ka anjeun		
0	Mangga calik di dieu		
0	di dieu bumi na
		
0	Sendalna aya di dinya		
0	Mangga calik di ditu		
0	di ditu bumi na		
0	bolu eta kudu dikeureut		
1	haridep kudu sing jujur		
1	hidep kudu sing jujur		
1	Geus meh sapuluh taun teu nyorang ieu jalan		
1	jakarta lamun ngijih kie sok caah		
1	kita mah tara jahat ka batur		
1	kuring badé indit ka Garut		
1	Badé angkat kamana?		
1	kuring ka Bandung jeung maranéh		
1	Mangga calik palih dieu		
0	Palih dieu bumi na		
1	Mangga calik palih ditu		
1	Palih ditu bumi na		
1	pun bapa damel di bank		
0	Saha nu gering?		
0	Ari di Pangandaran téh cenah aya nu ngajual parahu, sanaon hargana?		
0	Kuring jeung silaing kamari karék balik ti basisir’		
0	sim kuring badé ngadugikeun		
0	ngaran urang téh Ujang Kusumah Dinata.		
0	urang téh kudu loba sukuran ka Gusti.		
1	ceuk béja mah, si Dana téh aslina urang Brebes.		
1	yeuh duitna		
1	saha éta?		
1	sigana mah acan katoél ku pangwangunan		
0	Budak leutik mah keur meujeuhna lincah matak antep lamun sok ajrug-ajrugan		
1	Abdi ngalungkeun bola ka babaturan keur maén sepakbola		
1	Kudu silih ajénan, silih méré aprésiasi kana karya.		
1	Pak Ustadz nitah alungkeun buku ka santri anu baong sabab keur keuheul		
0	Indung kuring keur ambek-ambekan		
0	Karék génan beurang, duit uing téh geus amring, meningan cuang néangan pagawéan.		
0	pun alo angkat ka kota		
0	urang apal basa itu kajadiana		
0	Mesat ngapung luhur jauh di awang-awang.		
0	hayu urang bahas tugas basa Sunda kamari!		
1	indung atos balanja di pasar		
1	mun diajar, urang kudu sidakeup bari balem		
1	Bapana babaturan kuring enggeus dua bulan can balik kusabab keur di Bandung.		
1	balédog geudang nu asakna!		
1	Bondoroyot aing mantog ka gogobrog ngabanjut cokor hayam.		
1	Jasad kaula seja mios ka dinya ngabantun surat ti Dalem.		
0	Kuring keur barang hakan jeung kéjo.		
1	Nata arék datang ka dieu mawa surat ti Dalem.		
1	Cai beku dina suhu enol darajat Celsius.		
1	beulah kue na		
0	Beu geura kadieukeun, cuang benerkeun heula bisi aya nu pejét.		
0	Sok geura beulit sorbanna!		
0	abdi beunang lauk di balong		
0	Barudak téh geus peuting lainna saré kalahkah beunta.		
0	panon poé biasa bijil saatos subuh		
0	Gunung Lokon bitu dina Oktober 1991.		
1	Kuring boga imah di gigir sawah.		
1	abdi meni bogoh ka warna biru		
1	Kamari anak sapi geus borojol di kandang.		
1	Kuring keur buka puasa babarengan di sakola		
1	seuneuna kudu di paéhan		
1	di udag anjing		
1	Ulah dibere si eta mah koret		
1	jakarta lamun ngijih kieu sok caah		
1	Wadana badé sumping ka dieu nyandak serat ti Dalem.		
0	cepeng heula ieu sakedap		
1	Dila ceurik bae jarhijina bareuh		
1	Cicing heula meh teu oyag		
1	Bella diciwit ku Sela		
0	Manéhna curat-corét dina témbok		
0	Si Jajang keur dahar di hareupeun imahna.		
0	Dupi dampal gusti kersa ngadastakeun timbalan kanggo abdi gusti?.		
0	lanceuk kuring teu daék dijodokeun ka tatangga		
0	ngadéngé sora cai		
0	Riko lamun dicarekan enteu ngadengekeun		
1	lina sok linggih di handap panon poe		
1	wati keur nyeuseuh di jero		
1	arya keur sare di luhur		
1	Kloter 20 KJT dimiangkeun poe ieu di antarana 432 jemaah haji		
1	Dipohokeun ku babaturanana		
1	minuman eta disingkahkeun heula		
0	Ulah diuk dina bantal		
1	budak leutik eta ulinan korek jang durukan		
1	bakal ditarima tobat hiji jalma salila éta jalma engapan kénéh		
1	Barudak néangan Pa Guru di kantor geuningan euweuh		
0	Aing gableg gogobrog di sisi sawah.		
0	Sim Kuring gaduh rorompok di gédéng sérang.		
0	Aing gadur gogobrog di sisi sawah.		
0	Hawa dina usum halodo garing.		
0	ulah digaro		
0	Urang édék gawé heula		
1	Riko gelut eujeung Bella di hareup imah		
1	Udin gering sanggeus huhujanan.		
1	Gosok heula supados katingali		
1	Bapa mere dahar ucing di jalan kalahkah di gégél ku sabab ucingna galak		
1	panjangna saasta lepas, dipaké méh datang heumpas, ja genténg angkéng nu konéng; cap rengging kaya papanting		
1	Tong diasupkeun kana haté atuh da éta mah heureuy		
0	hirup kudu bagja		
1	Gaduh payung bisi hujan.		
1	Geus hurung can lampu teh?		
1	urang édék indit ka Bandung		
0	kamari urang indit ka kamar di Badri		
0	Itunganna aya nu salah.		
0	Sok sedih lamun nineung Bapa kapungkung sok jajap simkuring ka sakola		
0	Simkuring ngaraos reueus ku Tim TMMD Kodim 0617 Majalengka warga sadayana ngaraos kabantos		
0	Ibu Euis kagungan bumi di gédéng sérang.		
0	sumur dikali ku mesin		
1	Riko karék baé kaluar jeung Tika		
1	lamun dahar tong loba teuing tepi ka kamerkaan		
1	Abdi nuju ngaput baju.		
1	Geus sasasih Pa Budi kasawat jantung		
1	Kasempetan kadua		
1	Kawih Nining Meida kasohor di sabundeureun Bandung		
0	Manéhna katelah bageur		
1	ulah paséa jeung dulur		
1	susu indung teh di kenyot ku orok		
1	Caina teu ngocor-ngocor.		
0	wati keur kukumbah piring		
0	bapa keur kulem di imah aki		
0	Kamari si Asep labuh
		
0	lamotan budak aya keneh dina baju		
0	Ngahaja ka kacamatan téh milih jalan ka dieu, kajeun leumpang.		
0	Budi leungit motor kamari peuting basa indit ka Jakarta		
1	linggih heula di rorompok abdi		
1	Acara lumangsung kalayan khidmat, pinuh doa jeung harepan		
1	kagiatan maca buku atawa anu sejen sakur anu dibaca		
1	Kamari urang maca buku		
1	Maju heula ngarah teu ngahalangan batur!		
1	Kagiatan olahraga sanes mangrupikeun ajang unjuk prestasi		
0	Geus sababaraha kali éta jelema ngadéoh, mantak uing mah geus cangcaya.		
1	Ulah sok huhujanan baé, bisi mantak gering.		
1	Mun sia hayang molor mah, pék geura mantog ka gogobrog, tong molor di dieu.		
1	sababaraha unsur kangge maparinan pangamanan maksimal		
0	wati hayang meser endog ka warung		
0	kalakuan siga kitu mah kuduna geus meunang kaéra ti mamana		
0	Kalebet seni budaya, tarèkah miara penca tos dijalankeun ku pamarètah		
0	Riko keur miceun hampas kelapa		
0	Miharep bapak tiasa sumping		
0	ulah mikiran sagala rupa perkara dina hiji waktu mantak edan		
1	Ani bakal mintonkeun tari merak		
1	Mamah sok sedih lamun simkuring teu mios saacan indit ti imah		
1	Dinas Pendidikan (Disdik) Kabupaten Bandung mireng pangajèn ti Kemendikbudristek		
1	Tasna molongo		
1	Bisi lila teuing nungguan di dieu mah, geura mulang atuh mang.		
1	Tuang Rama réréncangan abdi parantos salayan sasih teuacan mulih kumargi nuju hing Bandung.		
0	Ulah mundur teuing bisi labuh!		
1	Duit urang murag di jalan		
1	Lurus wae ulah méngkol		
1	Amun ék narepkeun poster dina dingding kelas mah amih kuat kudu maké elém koréa.		
0	Abdi nuju neda sareng sangu.		
0	Sinden iku nembang dekwingi		
0	Kapolres Majalengka, AKBP Indra Novianto, S.I.K., M.Si., CPHR., netelakeun		
0	budak ieu sok ngabala nu matak jelema teu raresepeun ka manéhna		
0	Sia montong ngabangus waé, bisi ku aing podaran.		
0	barang ngadéngé budakna cilaka deur laju baé teu éling		
1	Sanajan pakepuk ngagarap sababaraha sasaran fisik		
1	kudu ngagugu anu hadé'		
1	personel Satgas tetep ngajaga kabugaran fisik ku cara olahraga		
1	Ibu Budi kamari peuting ngajuru di imah lantaran geus teu kuat leumpang kamana-mana		
1	Mang Adang keur ngala kalapa di kebonna.		
1	tatangga kuring ngantunkeun ku kituna urang kudu geura ngalayad		
0	Pangamanan salila kagiatan ngalibetkeun personil		
1	Kumaha Ibu parantos ngalongok putrana pak Camat?		
1	Ngaludang Tri Tangtu di Bumi nu digelar Balai Kajian Sejarah		
1	Hal ieu ngamangpaatkeun lapangan anu aya di area TMMD		
0	Raja ngandika upami mantenna kagungan titihan anu kalintang ageungna.		
0	Mesat ngapung luhur		
0	Kodim 0617/Majalengka keur ngaraketkeun jeung masarakat satempat		
0	warga sadayana ngaraos kabantos		
0	mamat sok mios lamun ngariung		
0	Tarèkah Ngaronjatkeun Kualitas Kinerja		
1	lauk ngarénghap dina cai		
1	Pangawulaan badé rawuh ka dieu ngasta tétésan ti Dalem.		
1	Raka kedah ngawonan ka nu janten rai.		
1	pihakna ngayakeun riungan jeung Forum Perangkat Daerah di Hotel Sutan Raja Soreang		
1	Upacara ngebralkeun Jemaah Haji Kabupaten Majalengka		
1	Kangge ngicalkeun lungse, rengse sadidinten didamel		
0	Barudak keur ngojay di walungan.		
1	Lanceuk kudu ngéléhan ka nu jadi adi.		
1	ongkoh nyaho salah, tetep dijalanan		
1	Aing keur nyatu cékér hayam.		
0	nyiduh teh ulah dimana wae		
0	Kebudayaan Nyukcruk Galur Hukum Tilu		
0	Mang Ayat nyutat salasahiji ajaran		
0	lanceuk kuring keur ocon jeung babaturana		
0	Riko jeung Dila sok pasea bae saben poe		
0	Peureut heula acukna		
1	pikiran teh kudu alus		
1	Kuring poho kamari geus boga jangji jeung kabogoh		
1	keureut talina		
1	di teunggeul sirahna		
1	Riko enggeus rampung bebersih sepen		
1	Ku ayana pangamanan anu rekep dipiharep proses ngebralkeun		
0	Kuring resep ka manéhna lamun keur jadi jelema jegug tapi ari dina kahirupan sapopoé mah manéhna teu malarat.		
1	Hoyong bubur ayam sapertos kamari		
1	Arya keur saré di luhur		
1	Sasalaman di masjid		
0	hartina kedah diserat		
0	seueul can dahar		
0	budak téh seuri ngagalakgak		
0	kudu apal ka babaturan		
0	Tapelkeun kertasna dina témbok.		
0	Bella diteke ku Riko		
1	Nuju teu damang sanés?		
1	Bella ceurik leungeunna ditincak ku Riko		
1	Aduh, aing tipagut euy, jigana pédah bieu nincak batu.		
1	cara ngagunakeun tarompet nyaeta ditiup		
1	tojos balon na ku jarum		
1	Top tah, hakaneunna bawa baé, jeung bungkusna sakalian.		
1	Anjeunna nuju tuang sareng sangu.		
1	Ceuk bujang, ‘Tuang rayi sumping, ku tuang rama dipangmeuncitkeun sapi anu panglintuhna, réh putrana sumping deui kalayan teu kirang sawios-wios’		
1	urang geus bérés nulis
		
0	Tuluykeun bajoangna		
1	kuring teu sakola lantaran udur		
1	Stasion ujung ieu miboga dalapan jalur karéta api.		
1	Manéhna ulaheun ulin		
0	ulah utah dina mobil		
0	Manéh ulah sok wadul ka urang lantaran urang mah geus apal tiheula		
0	Wadul manéhna.		
0	Siang ieu, abdi henteu tiasa wangsul, panginten nembé tiasa wangsul engkin wengi.		
0	Budi geus teu wawuh deui ka babaturan lantaran ayeuna mah manéhna geus beunghar		
0	Budi mah beuki kana ulin bola sabab kitu ayeuna keur bareuh wentis manéhna		
1	baturan urang éléh dina lomba catur		
